pxd	run	source_parquet	tissue	confidence	tissue_2	confidence_2	tissue_3	confidence_3	tissue_4	confidence_4	tissue_5	confidence_5
PXD007896	HepG215Set2F2	sample_nsaf_matrix.parquet	Bone marrow	0.1759	Lung	0.0969	Testis	0.0603	Brain	0.0531	Kidney	0.0493
PXD007896	HepG215Set2F3	sample_nsaf_matrix.parquet	Bone marrow	0.1373	Lung	0.0987	Kidney	0.0791	Testis	0.0638	Monocytes	0.0525
PXD007896	HepG215Set2F4	sample_nsaf_matrix.parquet	Bone marrow	0.1016	Lung	0.0784	Oviduct	0.0776	Monocytes	0.0724	Testis	0.0626
PXD007896	HepG215Set2F6	sample_nsaf_matrix.parquet	Bone marrow	0.1143	Testis	0.0807	Lung	0.0777	Kidney	0.0584	Monocytes	0.0444
PXD007896	HepG215Set2F7	sample_nsaf_matrix.parquet	Bone marrow	0.1045	Testis	0.0905	Lung	0.0627	Colon	0.0469	Monocytes	0.0469
PXD007896	HepG215Set2F8	sample_nsaf_matrix.parquet	Bone marrow	0.1326	Lung	0.1321	Kidney	0.102	Monocytes	0.0672	Testis	0.0601
PXD007896	HepG215Set2F9	sample_nsaf_matrix.parquet	Bone marrow	0.1359	Monocytes	0.1051	Lung	0.1007	Kidney	0.0786	Testis	0.0724
PXD007896	HepG215Set3F1	sample_nsaf_matrix.parquet	Bone marrow	0.1713	Lung	0.1265	Testis	0.0656	Ovary	0.0462	Brain	0.0389
PXD007896	HepG215Set3F10	sample_nsaf_matrix.parquet	Bone marrow	0.1611	Testis	0.0898	Lung	0.0731	Monocytes	0.072	Kidney	0.0702
PXD007896	HepG215Set3F2	sample_nsaf_matrix.parquet	Lung	0.1158	Bone marrow	0.1074	Kidney	0.0729	Testis	0.0509	Monocytes	0.0453
PXD007896	HepG215Set3F3	sample_nsaf_matrix.parquet	Bone marrow	0.1525	Lung	0.0883	Kidney	0.0714	Testis	0.0631	Brain	0.0544
PXD007896	HepG215Set3F4	sample_nsaf_matrix.parquet	Bone marrow	0.1239	Kidney	0.0944	Testis	0.0777	Lung	0.0595	Monocytes	0.0563
PXD007896	HepG215Set3F6	sample_nsaf_matrix.parquet	Bone marrow	0.1087	Lung	0.0772	Monocytes	0.0584	Testis	0.0567	Kidney	0.053
PXD007896	HepG215Set3F8	sample_nsaf_matrix.parquet	Lung	0.1406	Bone marrow	0.1143	Kidney	0.0948	Testis	0.0749	Monocytes	0.0513
PXD007896	HepG215Set3F9	sample_nsaf_matrix.parquet	Bone marrow	0.1353	Lung	0.0908	Testis	0.0802	Monocytes	0.0718	Kidney	0.0623
PXD007898	OR10_20150530_ww_phosphoA1-2	sample_nsaf_matrix.parquet	Bone marrow	0.1574	Testis	0.0802	Lung	0.0717	Brain	0.0619	Lymph node	0.0558
PXD007898	OR10_20150530_ww_phosphoA1-3	sample_nsaf_matrix.parquet	Bone marrow	0.2195	Lung	0.0834	Testis	0.0721	Lymph node	0.0421	Spleen	0.0406
PXD007898	OR10_20150530_ww_phosphoA1-4	sample_nsaf_matrix.parquet	Bone marrow	0.1282	Lung	0.0762	Testis	0.0692	Esophagus	0.0673	Brain	0.0586
PXD007898	OR10_20150530_ww_phosphoA2-1	sample_nsaf_matrix.parquet	Bone marrow	0.1642	Testis	0.0879	Lung	0.0747	Monocytes	0.0612	Kidney	0.0469
PXD007898	OR10_20150530_ww_phosphoA2-2	sample_nsaf_matrix.parquet	Bone marrow	0.1668	Kidney	0.0818	Testis	0.0778	Lung	0.0719	Monocytes	0.0456
PXD007898	OR10_20150530_ww_phosphoA2-3	sample_nsaf_matrix.parquet	Bone marrow	0.1689	Lung	0.0797	Testis	0.0774	Kidney	0.0714	Brain	0.0469
PXD007898	OR10_20150530_ww_phosphoA2-4	sample_nsaf_matrix.parquet	Bone marrow	0.1946	Lung	0.0814	Testis	0.0594	Kidney	0.0512	Brain	0.0433
PXD007898	OR10_20150530_ww_phosphoA3-1	sample_nsaf_matrix.parquet	Bone marrow	0.1534	Lung	0.0878	Testis	0.0543	Pituitary gland	0.0505	Kidney	0.0461
PXD007898	OR10_20150530_ww_phosphoA3-2	sample_nsaf_matrix.parquet	Bone marrow	0.174	Lung	0.0849	Testis	0.0751	Brain	0.0606	Kidney	0.0413
PXD007898	OR10_20150530_ww_phosphoA3-3	sample_nsaf_matrix.parquet	Bone marrow	0.1684	Lung	0.0845	Testis	0.0735	Esophagus	0.0625	Monocytes	0.0507
PXD007898	OR10_20150530_ww_phosphoA3-4	sample_nsaf_matrix.parquet	Bone marrow	0.1906	Lung	0.0786	Testis	0.0769	Brain	0.045	B-cells	0.0448
PXD007898	OR10_20150530_ww_phosphoB1-1	sample_nsaf_matrix.parquet	Bone marrow	0.1096	Lung	0.0814	Lymph node	0.0608	Spleen	0.0607	Smooth muscle	0.05
PXD007898	OR10_20150530_ww_phosphoB1-3	sample_nsaf_matrix.parquet	Bone marrow	0.1169	Lung	0.0835	Kidney	0.0614	Brain	0.0588	B-cells	0.0557
PXD007898	OR10_20150530_ww_phosphoB1-4	sample_nsaf_matrix.parquet	Bone marrow	0.1497	Lung	0.0707	Spleen	0.0655	Brain	0.0578	Kidney	0.0543
PXD007898	OR10_20150530_ww_phosphoB2-1	sample_nsaf_matrix.parquet	Bone marrow	0.1282	Lung	0.1013	Testis	0.0939	Esophagus	0.0639	Monocytes	0.0526
PXD007898	OR10_20150530_ww_phosphoB2-2	sample_nsaf_matrix.parquet	Bone marrow	0.1571	Lung	0.0901	Testis	0.0718	Esophagus	0.0599	Monocytes	0.0595
PXD007898	OR10_20150530_ww_phosphoB2-3	sample_nsaf_matrix.parquet	Bone marrow	0.121	Lung	0.0948	Placenta	0.0899	Testis	0.0802	Esophagus	0.0654
PXD007898	OR10_20150530_ww_phosphoB2-4	sample_nsaf_matrix.parquet	Bone marrow	0.1518	Placenta	0.0881	Lung	0.0769	Testis	0.0732	Esophagus	0.0555
PXD007898	OR10_20150530_ww_phosphoB3-1	sample_nsaf_matrix.parquet	Bone marrow	0.2118	Lung	0.0811	Placenta	0.0679	Testis	0.0657	Kidney	0.0543
PXD007898	OR10_20150530_ww_phosphoB3-2	sample_nsaf_matrix.parquet	Bone marrow	0.138	Lung	0.0768	Testis	0.0652	Kidney	0.0607	Brain	0.0551
PXD007898	OR10_20150530_ww_phosphoB3-4	sample_nsaf_matrix.parquet	Bone marrow	0.1339	Placenta	0.0823	Lung	0.0787	Esophagus	0.0606	Spleen	0.0563
PXD007898	OR10_20150530_ww_phosphoC1-1	sample_nsaf_matrix.parquet	Bone marrow	0.2139	Lung	0.0727	Brain	0.0684	Spleen	0.0562	Testis	0.052
PXD007898	OR10_20150530_ww_phosphoC1-2	sample_nsaf_matrix.parquet	Bone marrow	0.1627	Lung	0.0852	Testis	0.0783	Stomach	0.0569	Kidney	0.0414
PXD007898	OR10_20150530_ww_phosphoC1-3	sample_nsaf_matrix.parquet	Bone marrow	0.1809	Lung	0.0689	Brain	0.0613	Spleen	0.0612	Testis	0.0571
PXD007898	OR10_20150530_ww_phosphoC1-4	sample_nsaf_matrix.parquet	Bone marrow	0.2076	Lung	0.0818	Testis	0.0652	Spleen	0.0488	Stomach	0.0478
PXD007898	OR10_20150530_ww_phosphoC2-1	sample_nsaf_matrix.parquet	Lung	0.1042	Bone marrow	0.0995	Testis	0.0774	Kidney	0.0624	Pituitary gland	0.042
PXD007898	OR10_20150530_ww_phosphoC2-3	sample_nsaf_matrix.parquet	Bone marrow	0.1539	Lung	0.0899	Testis	0.0753	Spleen	0.054	Lymph node	0.0479
PXD007898	OR10_20150530_ww_phosphoC2-4	sample_nsaf_matrix.parquet	Bone marrow	0.1735	Testis	0.1009	Lung	0.0742	Brain	0.0593	Spleen	0.0514
PXD007898	OR10_20150530_ww_phosphoC3-1	sample_nsaf_matrix.parquet	Bone marrow	0.1658	Lung	0.0924	Testis	0.0588	Spleen	0.0516	Kidney	0.0449
PXD007898	OR10_20150530_ww_phosphoC3-2	sample_nsaf_matrix.parquet	Bone marrow	0.151	Lung	0.0885	Spleen	0.0684	Lymph node	0.0463	Testis	0.0457
PXD007898	OR10_20150530_ww_phosphoC3-3	sample_nsaf_matrix.parquet	Bone marrow	0.2209	Lung	0.0898	Testis	0.0693	Spleen	0.0447	Kidney	0.0396
PXD007898	OR10_20150530_ww_phosphoC3-4	sample_nsaf_matrix.parquet	Bone marrow	0.1639	Lung	0.0653	Testis	0.0612	Esophagus	0.061	B-cells	0.0599
PXD007898	OR10_20150617_WW_SecretomeTrial1	sample_nsaf_matrix.parquet	Esophagus	0.1198	Monocytes	0.0801	Pituitary gland	0.0796	Lung	0.0756	Testis	0.0706
PXD007898	OR10_20160225_WW_578BST_secretome1	sample_nsaf_matrix.parquet	Pituitary gland	0.1737	Lung	0.087	Endometrium	0.0548	Colon	0.0501	Smooth muscle	0.0438
PXD007898	OR10_20160225_WW_578BST_secretome2	sample_nsaf_matrix.parquet	Pituitary gland	0.1674	Lung	0.1024	Endometrium	0.0563	Prostate	0.0476	Smooth muscle	0.0432
PXD007898	OR10_20160225_WW_578BST_secretome3	sample_nsaf_matrix.parquet	Pituitary gland	0.2486	Lung	0.0717	Rectum	0.0493	Smooth muscle	0.0452	Endometrium	0.0416
PXD007898	OR10_20160225_WW_578BSTsecretome1	sample_nsaf_matrix.parquet	Pituitary gland	0.2061	Lung	0.0783	Bone marrow	0.0611	Endometrium	0.0568	Prostate	0.042
PXD007898	OR10_20160225_WW_578BSTsecretome2	sample_nsaf_matrix.parquet	Pituitary gland	0.2064	Lung	0.0735	Bone marrow	0.0539	Endometrium	0.0525	Prostate	0.0506
PXD007898	OR10_20160225_WW_578BSTsecretome3	sample_nsaf_matrix.parquet	Pituitary gland	0.1998	Lung	0.0735	Placenta	0.0682	Bone marrow	0.0626	Endometrium	0.0458
PXD007898	OR10_20160225_WW_578Tsecretome1	sample_nsaf_matrix.parquet	Pituitary gland	0.2039	Lung	0.0708	Endometrium	0.0542	Placenta	0.0473	Prostate	0.0469
PXD007898	OR10_20160225_WW_578Tsecretome2	sample_nsaf_matrix.parquet	Pituitary gland	0.2043	Lung	0.0591	Endometrium	0.0584	Monocytes	0.0477	Smooth muscle	0.0475
PXD007898	OR10_20160225_WW_578Tsecretome3	sample_nsaf_matrix.parquet	Pituitary gland	0.1526	Lung	0.0723	Endometrium	0.0638	Smooth muscle	0.0505	Prostate	0.047
PXD007898	OR11_20150901_WW_Hs578T_secretome_R2	sample_nsaf_matrix.parquet	Esophagus	0.1293	Monocytes	0.0857	Ovary	0.0738	Pituitary gland	0.0717	Testis	0.0669
PXD007898	OR11_20150901_WW_Hs578T_secretome_R3	sample_nsaf_matrix.parquet	Esophagus	0.1211	Monocytes	0.095	Ovary	0.0903	Pituitary gland	0.078	Testis	0.0733
PXD007898	OR11_20160202_WW_Bst_highpH_A1F1	sample_nsaf_matrix.parquet	Kidney	0.1106	Lung	0.0794	Placenta	0.0787	Testis	0.0596	Endometrium	0.056
PXD007898	OR11_20160202_WW_Bst_highpH_A1F2	sample_nsaf_matrix.parquet	Lung	0.1	Kidney	0.0987	Liver	0.0723	Testis	0.066	Endometrium	0.0618
PXD007898	OR11_20160202_WW_Bst_highpH_A1F4	sample_nsaf_matrix.parquet	Lung	0.1073	Kidney	0.0771	Endometrium	0.0675	Testis	0.0571	Smooth muscle	0.0478
PXD007898	OR11_20160203_WW_Bst_highpH_A2F1	sample_nsaf_matrix.parquet	Lung	0.1175	Kidney	0.1113	Endometrium	0.0504	Smooth muscle	0.0496	Testis	0.0489
PXD007898	OR11_20160203_WW_Bst_highpH_A2F2	sample_nsaf_matrix.parquet	Lung	0.1098	Kidney	0.0947	Liver	0.0791	Endometrium	0.0618	Bone marrow	0.0534
PXD007898	OR11_20160203_WW_Bst_highpH_A2F3	sample_nsaf_matrix.parquet	Lung	0.111	Kidney	0.0993	Testis	0.0596	Endometrium	0.058	Smooth muscle	0.0523
PXD007898	OR11_20160203_WW_Bst_highpH_A2F4	sample_nsaf_matrix.parquet	Lung	0.1128	Kidney	0.0802	Endometrium	0.0678	Smooth muscle	0.0518	Testis	0.0495
PXD007898	OR11_20160203_WW_Bst_highpH_A2F5	sample_nsaf_matrix.parquet	Lung	0.1042	Kidney	0.1012	Testis	0.0611	Endometrium	0.0555	Bone marrow	0.0445
PXD007898	OR11_20160203_WW_Bst_highpH_B1F1	sample_nsaf_matrix.parquet	Kidney	0.1087	Lung	0.1014	Bone marrow	0.0604	Smooth muscle	0.058	Endometrium	0.0555
PXD007898	OR11_20160203_WW_Bst_highpH_B1F2	sample_nsaf_matrix.parquet	Lung	0.1114	Kidney	0.1022	Endometrium	0.0601	Bone marrow	0.0585	Testis	0.0513
PXD007898	OR11_20160203_WW_Bst_highpH_B1F3	sample_nsaf_matrix.parquet	Lung	0.1194	Kidney	0.0851	Liver	0.0738	Smooth muscle	0.0608	Lymph node	0.048
PXD007898	OR11_20160203_WW_Bst_highpH_B1F4	sample_nsaf_matrix.parquet	Kidney	0.106	Endometrium	0.09	Lung	0.0789	Smooth muscle	0.0579	Testis	0.053
PXD007898	OR11_20160203_WW_Bst_highpH_B1F5	sample_nsaf_matrix.parquet	Lung	0.1211	Kidney	0.0903	Endometrium	0.0584	Smooth muscle	0.0453	Testis	0.044
PXD007898	OR11_20160204_WW_Bst_highpH_B2F1	sample_nsaf_matrix.parquet	Lung	0.118	Kidney	0.0949	Testis	0.0611	Bone marrow	0.0553	Monocytes	0.0504
PXD007898	OR11_20160204_WW_Bst_highpH_B2F2	sample_nsaf_matrix.parquet	Kidney	0.11	Lung	0.0991	Testis	0.074	Endometrium	0.0714	Bone marrow	0.0504
PXD007898	OR11_20160204_WW_Bst_highpH_B2F3	sample_nsaf_matrix.parquet	Lung	0.1251	Kidney	0.1116	Testis	0.0716	Placenta	0.0674	Smooth muscle	0.0592
PXD007898	OR11_20160204_WW_Bst_highpH_B2F4	sample_nsaf_matrix.parquet	Lung	0.1034	Kidney	0.0858	Smooth muscle	0.0592	Endometrium	0.0504	Bone marrow	0.0499
PXD007898	OR11_20160204_WW_Bst_highpH_B2F5	sample_nsaf_matrix.parquet	Lung	0.1096	Kidney	0.0965	Endometrium	0.0587	Testis	0.0547	Placenta	0.0425
PXD007898	OR11_20160204_WW_Bst_highpH_C1F1	sample_nsaf_matrix.parquet	Kidney	0.1053	Lung	0.0906	Bone marrow	0.0668	Endometrium	0.0569	Placenta	0.0446
PXD007898	OR11_20160204_WW_Bst_highpH_C1F2	sample_nsaf_matrix.parquet	Kidney	0.1201	Lung	0.106	Bone marrow	0.062	Endometrium	0.0593	Smooth muscle	0.0496
PXD007898	OR11_20160204_WW_Bst_highpH_C1F3	sample_nsaf_matrix.parquet	Lung	0.1127	Kidney	0.0824	Liver	0.0798	Testis	0.0582	Endometrium	0.0513
PXD007898	OR11_20160204_WW_Bst_highpH_C1F4	sample_nsaf_matrix.parquet	Kidney	0.1194	Lung	0.0891	Endometrium	0.0751	Smooth muscle	0.0515	Testis	0.0474
PXD007898	OR11_20160204_WW_Bst_highpH_C1F5	sample_nsaf_matrix.parquet	Kidney	0.1107	Lung	0.108	Endometrium	0.0688	Testis	0.0451	Lymph node	0.043
PXD007898	OR11_20160205_WW_Bst_highpH_A3F1	sample_nsaf_matrix.parquet	Lung	0.1145	Kidney	0.0733	Endometrium	0.0525	Testis	0.0522	Bone marrow	0.0494
PXD007898	OR11_20160205_WW_Bst_highpH_A3F2	sample_nsaf_matrix.parquet	Kidney	0.1081	Lung	0.1062	Endometrium	0.0667	Smooth muscle	0.0536	Bone marrow	0.0488
PXD007898	OR11_20160205_WW_Bst_highpH_A3F3	sample_nsaf_matrix.parquet	Placenta	0.1155	Kidney	0.0985	Lung	0.0926	Testis	0.0662	Endometrium	0.0467
PXD007898	OR11_20160205_WW_Bst_highpH_A3F4	sample_nsaf_matrix.parquet	Lung	0.111	Kidney	0.0765	Endometrium	0.059	Testis	0.0563	Smooth muscle	0.0511
PXD007898	OR11_20160205_WW_Bst_highpH_A3F5	sample_nsaf_matrix.parquet	Lung	0.1159	Kidney	0.088	Liver	0.078	Endometrium	0.0634	Testis	0.0472
PXD007898	OR11_20160205_WW_Bst_highpH_C2F1	sample_nsaf_matrix.parquet	Lung	0.1103	Kidney	0.092	Testis	0.06	Endometrium	0.0589	Bone marrow	0.0517
PXD007898	OR11_20160205_WW_Bst_highpH_C2F2	sample_nsaf_matrix.parquet	Lung	0.1053	Liver	0.0771	Kidney	0.0756	Endometrium	0.0649	Smooth muscle	0.0644
PXD007898	OR11_20160205_WW_Bst_highpH_C2F3	sample_nsaf_matrix.parquet	Lung	0.1111	Kidney	0.109	Smooth muscle	0.0721	Endometrium	0.054	Monocytes	0.0454
PXD007898	OR11_20160205_WW_Bst_highpH_C2F4	sample_nsaf_matrix.parquet	Kidney	0.1025	Lung	0.1004	Smooth muscle	0.0616	Endometrium	0.0559	Testis	0.0491
PXD007898	OR11_20160205_WW_Bst_highpH_C2F5	sample_nsaf_matrix.parquet	Lung	0.1057	Kidney	0.0968	Endometrium	0.0622	Testis	0.0532	Lymph node	0.0475
PXD007898	OR11_20160207_WW_Bst_highpH_B3F1	sample_nsaf_matrix.parquet	Kidney	0.1038	Lung	0.0968	Endometrium	0.0719	Testis	0.0506	Smooth muscle	0.0467
PXD007898	OR11_20160207_WW_Bst_highpH_B3F2	sample_nsaf_matrix.parquet	Kidney	0.1214	Lung	0.1064	Endometrium	0.0544	Testis	0.0534	Bone marrow	0.0525
PXD007898	OR11_20160207_WW_Bst_highpH_B3F3	sample_nsaf_matrix.parquet	Lung	0.1214	Kidney	0.1059	Endometrium	0.0629	Smooth muscle	0.056	Testis	0.0501
PXD007898	OR11_20160207_WW_Bst_highpH_B3F4	sample_nsaf_matrix.parquet	Lung	0.1037	Kidney	0.0874	Endometrium	0.0614	Testis	0.0511	Smooth muscle	0.049
PXD007898	OR11_20160207_WW_Bst_highpH_B3F5	sample_nsaf_matrix.parquet	Lung	0.13	Kidney	0.0935	Endometrium	0.0642	Bone marrow	0.0475	Urinary bladder	0.0415
PXD007898	OR11_20160207_WW_Bst_highpH_C3F2	sample_nsaf_matrix.parquet	Lung	0.1037	Kidney	0.0975	Bone marrow	0.0607	Smooth muscle	0.0501	Endometrium	0.0497
PXD007898	OR11_20160207_WW_Bst_highpH_C3F3	sample_nsaf_matrix.parquet	Lung	0.1207	Kidney	0.1059	Smooth muscle	0.0542	Endometrium	0.0519	Testis	0.0487
PXD007898	OR11_20160207_WW_Bst_highpH_C3F4	sample_nsaf_matrix.parquet	Lung	0.1035	Kidney	0.095	Testis	0.0595	Smooth muscle	0.0547	Endometrium	0.0465
PXD007898	OR11_20160207_WW_Bst_highpH_C3F5	sample_nsaf_matrix.parquet	Lung	0.1072	Kidney	0.0781	Endometrium	0.0564	Testis	0.055	Bone marrow	0.0471
PXD007906	PSY_NT_CM1_A	sample_nsaf_matrix.parquet	Monocytes	0.1069	Kidney	0.0942	Bone marrow	0.0868	Testis	0.078	Lung	0.0593
PXD007906	PSY_NT_CM1_B	sample_nsaf_matrix.parquet	Liver	0.1149	Monocytes	0.1106	Testis	0.0898	Bone marrow	0.0845	Kidney	0.0823
PXD007906	PSY_NT_CM1_C	sample_nsaf_matrix.parquet	Liver	0.1285	Monocytes	0.0925	Bone marrow	0.0901	Testis	0.0754	Kidney	0.0673
PXD007906	PSY_NT_CM2_A	sample_nsaf_matrix.parquet	Monocytes	0.1232	Bone marrow	0.1	Testis	0.0924	Liver	0.074	Kidney	0.0577
PXD007906	PSY_NT_CM2_B	sample_nsaf_matrix.parquet	Liver	0.1203	Monocytes	0.1023	Testis	0.0845	Bone marrow	0.076	Kidney	0.0724
PXD007906	PSY_NT_CM2_C	sample_nsaf_matrix.parquet	Monocytes	0.1195	Bone marrow	0.106	Testis	0.0847	Kidney	0.0629	Liver	0.0614
PXD007906	PSY_NT_CM3_A	sample_nsaf_matrix.parquet	Liver	0.137	Monocytes	0.1068	Bone marrow	0.0845	Testis	0.0684	Kidney	0.0677
PXD007906	PSY_NT_CM3_B	sample_nsaf_matrix.parquet	Monocytes	0.1045	Bone marrow	0.0974	Testis	0.0793	Kidney	0.0788	Liver	0.0708
PXD007906	PSY_NT_CM3_C	sample_nsaf_matrix.parquet	Monocytes	0.1107	Bone marrow	0.1032	Testis	0.0795	Kidney	0.0794	Liver	0.0621
PXD007906	PSY_NT_CM4_A	sample_nsaf_matrix.parquet	Liver	0.1251	Monocytes	0.1066	Bone marrow	0.0932	Testis	0.0868	Kidney	0.0617
PXD007906	PSY_NT_CM4_B	sample_nsaf_matrix.parquet	Monocytes	0.1153	Testis	0.1128	Bone marrow	0.1	Lung	0.0641	Liver	0.0567
PXD007906	PSY_NT_CM4_C	sample_nsaf_matrix.parquet	Monocytes	0.1194	Bone marrow	0.1018	Testis	0.0901	Kidney	0.0789	Liver	0.059
PXD007906	PSY_Ole_CM1_A	sample_nsaf_matrix.parquet	Monocytes	0.1289	Bone marrow	0.085	Testis	0.0849	Liver	0.0625	Kidney	0.0525
PXD007906	PSY_Ole_CM1_B	sample_nsaf_matrix.parquet	Liver	0.123	Monocytes	0.1144	Bone marrow	0.099	Testis	0.0817	Lung	0.0553
PXD007906	PSY_Ole_CM1_C	sample_nsaf_matrix.parquet	Liver	0.1254	Monocytes	0.121	Bone marrow	0.0932	Testis	0.071	Kidney	0.0571
PXD007906	PSY_Ole_CM2_A	sample_nsaf_matrix.parquet	Monocytes	0.1201	Bone marrow	0.1047	Testis	0.0912	Liver	0.0587	Kidney	0.0578
PXD007906	PSY_Ole_CM2_B	sample_nsaf_matrix.parquet	Liver	0.1256	Monocytes	0.1182	Bone marrow	0.0928	Testis	0.0914	Lung	0.0557
PXD007906	PSY_Ole_CM2_C	sample_nsaf_matrix.parquet	Liver	0.112	Monocytes	0.1087	Bone marrow	0.0983	Testis	0.0813	Lung	0.0478
PXD007906	PSY_Ole_CM3_A	sample_nsaf_matrix.parquet	Monocytes	0.1194	Bone marrow	0.0947	Testis	0.0842	Liver	0.0772	Lung	0.0555
PXD007906	PSY_Ole_CM3_B	sample_nsaf_matrix.parquet	Monocytes	0.1144	Bone marrow	0.0937	Testis	0.0789	Lung	0.0607	Kidney	0.0579
PXD007906	PSY_Ole_CM3_C	sample_nsaf_matrix.parquet	Monocytes	0.121	Bone marrow	0.0982	Testis	0.0766	Lung	0.0613	Liver	0.0534
PXD007906	PSY_Ole_CM4_A	sample_nsaf_matrix.parquet	Liver	0.1241	Monocytes	0.1122	Bone marrow	0.0975	Testis	0.0753	Stomach	0.0569
PXD007906	PSY_Ole_CM4_B	sample_nsaf_matrix.parquet	Monocytes	0.1238	Bone marrow	0.0998	Testis	0.089	Lung	0.0622	Kidney	0.058
PXD007906	PSY_Ole_CM4_C	sample_nsaf_matrix.parquet	Monocytes	0.1234	Bone marrow	0.0994	Testis	0.0809	Lung	0.0654	Kidney	0.0583
PXD007921	Experiment1_TMT_10plex_BRP_IMAC	sample_nsaf_matrix.parquet	Bone marrow	0.2267	Lymph node	0.1021	Testis	0.064	Monocytes	0.0537	B-cells	0.0537
PXD007921	Experiment1_TMT_10plex_pY	sample_nsaf_matrix.parquet	Bone marrow	0.1778	Monocytes	0.1116	Kidney	0.0724	Lung	0.0682	Lymph node	0.0597
PXD007921	Experiment2_TMT_10plex_BRP_IMAC	sample_nsaf_matrix.parquet	Bone marrow	0.1707	Lymph node	0.1132	Monocytes	0.0816	Kidney	0.0655	Lung	0.0585
PXD007921	Experiment2_TMT_10plex_pY	sample_nsaf_matrix.parquet	Bone marrow	0.1798	Lymph node	0.1136	Lung	0.0772	Testis	0.0693	Monocytes	0.0677
PXD007921	Experiment3_TMT_10plex_BRP_IMAC	sample_nsaf_matrix.parquet	Testis	0.1835	Bone marrow	0.1799	Endometrium	0.0819	Monocytes	0.0791	Lung	0.048
PXD007921	Experiment3_TMT_10plex_pY	sample_nsaf_matrix.parquet	Bone marrow	0.1543	Lymph node	0.1217	Lung	0.0755	Monocytes	0.0695	Testis	0.0686
PXD007990	QE16129FD	sample_nsaf_matrix.parquet	Bone marrow	0.115	Lung	0.0823	Kidney	0.0535	Spleen	0.0523	Testis	0.048
PXD007990	QE16131FD	sample_nsaf_matrix.parquet	Bone marrow	0.1169	Testis	0.0917	Lung	0.0888	Monocytes	0.047	Ovary	0.0464
PXD007990	QE16133FD	sample_nsaf_matrix.parquet	Bone marrow	0.1318	Testis	0.0845	Lung	0.0835	Monocytes	0.0488	Ovary	0.0458
PXD007990	QE16137FD	sample_nsaf_matrix.parquet	Bone marrow	0.1305	Testis	0.1065	Lung	0.0896	Monocytes	0.0451	Ovary	0.0438
PXD007990	QE16139FD	sample_nsaf_matrix.parquet	Bone marrow	0.1255	Testis	0.0898	Lung	0.0738	Ovary	0.0686	Kidney	0.0498
PXD008012	20131217_OR8_RP_HP_C10b	sample_nsaf_matrix.parquet	Bone marrow	0.1713	Testis	0.0827	Lung	0.0776	Esophagus	0.0683	Kidney	0.0535
PXD008012	20131217_OR8_RP_HP_C10b_rr	sample_nsaf_matrix.parquet	Bone marrow	0.143	Testis	0.0875	Lung	0.0794	Esophagus	0.0616	Brain	0.056
PXD008012	20131217_OR8_RP_HP_C1_rr	sample_nsaf_matrix.parquet	Bone marrow	0.1972	Testis	0.1014	Lung	0.0755	Ovary	0.0582	Kidney	0.0488
PXD008012	20131217_OR8_RP_HP_C1b	sample_nsaf_matrix.parquet	Bone marrow	0.1446	Lung	0.0935	Testis	0.0894	Kidney	0.0495	Urinary bladder	0.0474
PXD008012	20131217_OR8_RP_HP_C2b	sample_nsaf_matrix.parquet	Bone marrow	0.1577	Testis	0.101	Lung	0.0777	Brain	0.0453	Monocytes	0.0406
PXD008012	20131217_OR8_RP_HP_C3	sample_nsaf_matrix.parquet	Bone marrow	0.1659	Testis	0.1015	Lung	0.0709	Ovary	0.0575	Kidney	0.0417
PXD008012	20131217_OR8_RP_HP_C3_rr	sample_nsaf_matrix.parquet	Bone marrow	0.178	Testis	0.0822	Lung	0.0809	Kidney	0.0531	Brain	0.0443
PXD008012	20131217_OR8_RP_HP_C3b	sample_nsaf_matrix.parquet	Bone marrow	0.1728	Testis	0.0817	Lung	0.0681	Kidney	0.0599	Brain	0.0531
PXD008012	20131217_OR8_RP_HP_C3b_rr	sample_nsaf_matrix.parquet	Bone marrow	0.2029	Testis	0.0775	Lung	0.0733	Kidney	0.0559	Brain	0.0552
PXD008012	20131217_OR8_RP_HP_C3c	sample_nsaf_matrix.parquet	Bone marrow	0.1375	Testis	0.1038	Lung	0.0782	Endometrium	0.0494	Urinary bladder	0.0491
PXD008012	20131217_OR8_RP_HP_C3c_rr	sample_nsaf_matrix.parquet	Bone marrow	0.1499	Testis	0.087	Lung	0.0823	Kidney	0.0584	Brain	0.0492
PXD008012	20131217_OR8_RP_HP_C4	sample_nsaf_matrix.parquet	Bone marrow	0.199	Testis	0.0781	Lung	0.0654	Kidney	0.0537	Heart	0.0397
PXD008012	20131217_OR8_RP_HP_C4_rr	sample_nsaf_matrix.parquet	Bone marrow	0.1431	Testis	0.0796	Lung	0.0768	Lymph node	0.043	Smooth muscle	0.0422
PXD008012	20131217_OR8_RP_HP_C4b	sample_nsaf_matrix.parquet	Bone marrow	0.1737	Testis	0.0848	Lung	0.0778	Brain	0.0473	Kidney	0.0457
PXD008012	20131217_OR8_RP_HP_C4b_rr	sample_nsaf_matrix.parquet	Bone marrow	0.1335	Testis	0.1048	Lung	0.0675	Kidney	0.0593	Lymph node	0.0447
PXD008012	20131217_OR8_RP_HP_C4c_rr	sample_nsaf_matrix.parquet	Bone marrow	0.1159	Kidney	0.0814	Testis	0.0741	Lung	0.0676	Endometrium	0.0575
