pxd	run	source_parquet	tissue	confidence	tissue_2	confidence_2	tissue_3	confidence_3	tissue_4	confidence_4	tissue_5	confidence_5
PXD000426	V15011_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr16	sample_nsaf_matrix.parquet	Bone marrow	0.1377	Heart	0.094	Lung	0.0906	Monocytes	0.0832	Testis	0.075
PXD000426	V15012_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr15	sample_nsaf_matrix.parquet	Bone marrow	0.2461	Lung	0.0907	Monocytes	0.0782	Testis	0.0578	Lymph node	0.054
PXD000426	V15013_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr16	sample_nsaf_matrix.parquet	Bone marrow	0.2391	Monocytes	0.0808	Lung	0.0788	Testis	0.0576	Lymph node	0.0544
PXD000426	V15014_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr17	sample_nsaf_matrix.parquet	Bone marrow	0.2401	Lymph node	0.1257	Monocytes	0.0911	Lung	0.0651	Testis	0.0582
PXD000426	V15015_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr18	sample_nsaf_matrix.parquet	Bone marrow	0.2205	Lymph node	0.1142	Monocytes	0.0705	Lung	0.0674	Testis	0.066
PXD000426	V15016_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr17	sample_nsaf_matrix.parquet	Bone marrow	0.2288	Lymph node	0.1428	Monocytes	0.0965	Lung	0.0609	Testis	0.0558
PXD000426	V15017_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr18	sample_nsaf_matrix.parquet	Bone marrow	0.2318	Lymph node	0.1054	Lung	0.07	Monocytes	0.0655	Testis	0.0606
PXD000426	V15018_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr19	sample_nsaf_matrix.parquet	Bone marrow	0.1905	Lymph node	0.1267	Monocytes	0.0844	Lung	0.0764	Testis	0.0636
PXD000426	V15019_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr20	sample_nsaf_matrix.parquet	Bone marrow	0.2222	Lymph node	0.1322	Monocytes	0.0929	Lung	0.074	Testis	0.0572
PXD000426	V15020_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr19	sample_nsaf_matrix.parquet	Bone marrow	0.2168	Lymph node	0.1334	Monocytes	0.0952	Lung	0.0684	Testis	0.052
PXD000426	V15021_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr20	sample_nsaf_matrix.parquet	Bone marrow	0.1603	Lymph node	0.1263	Lung	0.0902	Monocytes	0.0776	Testis	0.0729
PXD000445	20110718_003_Exp1_OGE02	sample_nsaf_matrix.parquet	Bone marrow	0.1225	Colon	0.0758	Lung	0.0737	Stomach	0.0676	Testis	0.0629
PXD000445	20110718_013_Exp1_OGE12	sample_nsaf_matrix.parquet	Colon	0.1887	Testis	0.0773	Bone marrow	0.064	Stomach	0.0624	Rectum	0.0509
PXD000445	20110718_016_Exp2_OGE01	sample_nsaf_matrix.parquet	Bone marrow	0.1063	Lung	0.0822	Testis	0.0694	Colon	0.0665	Stomach	0.0648
PXD000445	20110718_017_Exp2_OGE02	sample_nsaf_matrix.parquet	Bone marrow	0.164	Lung	0.094	Testis	0.0633	Monocytes	0.054	Brain	0.0442
PXD000445	20110718_021_Exp2_OGE06	sample_nsaf_matrix.parquet	Bone marrow	0.1744	Colon	0.086	Lung	0.0733	Monocytes	0.0718	Testis	0.0637
PXD000445	20110718_027_Exp2_OGE12	sample_nsaf_matrix.parquet	Colon	0.2023	Bone marrow	0.0721	Stomach	0.0619	Lung	0.0601	Testis	0.0598
PXD000445	20110718_030_Exp3_OGE01	sample_nsaf_matrix.parquet	Bone marrow	0.1296	Lung	0.1038	Testis	0.0622	Monocytes	0.0515	Brain	0.0507
PXD000445	20110718_031_Exp3_OGE02	sample_nsaf_matrix.parquet	Bone marrow	0.1387	Lung	0.0862	Colon	0.0676	Testis	0.0598	Stomach	0.0596
PXD000445	20110718_033_Exp3_OGE04	sample_nsaf_matrix.parquet	Bone marrow	0.1507	Lung	0.0907	Testis	0.0799	Monocytes	0.0448	Stomach	0.0417
PXD000445	20110718_035_Exp3_OGE06	sample_nsaf_matrix.parquet	Bone marrow	0.1675	Colon	0.1011	Lung	0.0782	Testis	0.0612	Kidney	0.0427
PXD000445	20110718_036_Exp3_OGE08	sample_nsaf_matrix.parquet	Bone marrow	0.1981	Lung	0.0927	Testis	0.0704	Monocytes	0.0508	Brain	0.0401
PXD000445	20110718_040_Exp3_OGE12	sample_nsaf_matrix.parquet	Bone marrow	0.1716	Colon	0.1716	Lung	0.066	Testis	0.0567	Rectum	0.0442
PXD000445	20110718_043_Exp4_OGE01	sample_nsaf_matrix.parquet	Bone marrow	0.1409	Lung	0.0957	Monocytes	0.0628	Testis	0.0611	Brain	0.0541
PXD000445	20110718_044_Exp4_OGE02	sample_nsaf_matrix.parquet	Bone marrow	0.1461	Lung	0.0758	Testis	0.071	Endometrium	0.0497	Brain	0.0472
PXD000445	20110718_046_Exp4_OGE04	sample_nsaf_matrix.parquet	Bone marrow	0.1506	Lung	0.09	Testis	0.0758	Colon	0.0652	Monocytes	0.0385
PXD000445	20110718_054_Exp4_OGE12	sample_nsaf_matrix.parquet	Bone marrow	0.2159	Lung	0.0882	Testis	0.0668	Monocytes	0.0434	Brain	0.0433
PXD000445	20110718_057_Exp5_OGE01	sample_nsaf_matrix.parquet	Bone marrow	0.1519	Lung	0.0913	Testis	0.0662	Colon	0.0564	Stomach	0.047
PXD000445	20110718_060_Exp5_OGE04	sample_nsaf_matrix.parquet	Bone marrow	0.1514	Lung	0.0848	Testis	0.0682	Monocytes	0.063	Brain	0.0572
PXD000445	20110718_061_Exp5_OGE05	sample_nsaf_matrix.parquet	Bone marrow	0.2064	Lung	0.0887	Testis	0.0696	Spleen	0.0414	Brain	0.0405
PXD000445	20110718_062_Exp5_OGE06	sample_nsaf_matrix.parquet	Bone marrow	0.1832	Lung	0.1025	Testis	0.0573	Monocytes	0.0428	Spleen	0.0419
PXD000445	20110718_068_Exp5_OGE12	sample_nsaf_matrix.parquet	Bone marrow	0.1793	Colon	0.1347	Lung	0.0702	Testis	0.0616	Rectum	0.0401
PXD000445	20110718_072_Exp1_OGE02_II	sample_nsaf_matrix.parquet	Bone marrow	0.1511	Lung	0.0986	Testis	0.0675	Brain	0.0469	Kidney	0.0449
PXD000445	20110718_120_Exp4_OGE01_II_replicate	sample_nsaf_matrix.parquet	Bone marrow	0.1114	Lung	0.0964	Testis	0.0808	Adipose tissue	0.065	Monocytes	0.0469
PXD000445	20110718_130_Exp5_OGE01_II	sample_nsaf_matrix.parquet	Colon	0.1138	Bone marrow	0.1006	Lung	0.072	Testis	0.0465	Spleen	0.0455
PXD000445	20110718_133_Exp5_OGE04_II	sample_nsaf_matrix.parquet	Bone marrow	0.2002	Lung	0.0876	Testis	0.0612	Monocytes	0.0528	Brain	0.0436
PXD000445	20110718_134_Exp5_OGE05_II	sample_nsaf_matrix.parquet	Bone marrow	0.184	Lung	0.0884	Testis	0.0766	Monocytes	0.0633	Stomach	0.0368
PXD000445	20110718_135_Exp5_OGE06_II	sample_nsaf_matrix.parquet	Bone marrow	0.1654	Lung	0.0698	Testis	0.0642	Smooth muscle	0.0485	Monocytes	0.044
PXD000445	20110718_142_Exp5_OGE12_II	sample_nsaf_matrix.parquet	Bone marrow	0.1919	Lung	0.0779	Colon	0.0664	Testis	0.063	Stomach	0.0509
PXD000445	20111114_002_Exp06_OGE01_HCD_CE52	sample_nsaf_matrix.parquet	Bone marrow	0.1253	Lung	0.0924	Testis	0.0622	Brain	0.0492	Spleen	0.0479
PXD000445	20111114_003_Exp06_OGE02	sample_nsaf_matrix.parquet	Bone marrow	0.1738	Lung	0.0841	Testis	0.072	Monocytes	0.0683	Kidney	0.0476
PXD000445	20111114_006_Exp06_OGE05	sample_nsaf_matrix.parquet	Bone marrow	0.1163	Colon	0.1128	Lung	0.0858	Monocytes	0.0647	Testis	0.0558
PXD000445	20111114_007_Exp06_OGE06	sample_nsaf_matrix.parquet	Bone marrow	0.1404	Colon	0.0899	Testis	0.0645	Lung	0.055	Monocytes	0.0481
PXD000445	20111114_008_Exp06_OGE07	sample_nsaf_matrix.parquet	Bone marrow	0.1486	Colon	0.0968	Lung	0.0715	Testis	0.0622	Monocytes	0.0526
PXD000445	20111114_010_Exp06_OGE09	sample_nsaf_matrix.parquet	Bone marrow	0.1663	Colon	0.16	Lung	0.0731	Testis	0.0647	Brain	0.0419
PXD000445	20111114_013_Exp06_OGE12	sample_nsaf_matrix.parquet	Bone marrow	0.1598	Lung	0.0831	Testis	0.0777	Colon	0.0764	Stomach	0.0678
PXD000445	20111114_016_Exp07_OGE01_HCD_CD52	sample_nsaf_matrix.parquet	Bone marrow	0.1568	Lung	0.1044	Testis	0.0719	Spleen	0.0435	Monocytes	0.0424
PXD000445	20111114_017_Exp07_OGE02	sample_nsaf_matrix.parquet	Bone marrow	0.1625	Testis	0.0802	Lung	0.0743	Colon	0.0553	Stomach	0.0457
PXD000445	20111114_027_Exp07_OGE12	sample_nsaf_matrix.parquet	Bone marrow	0.1421	Nasal Polyps	0.1008	Lung	0.0772	Colon	0.0719	Testis	0.0687
PXD000445	20111114_030_Exp08_OGE01	sample_nsaf_matrix.parquet	Bone marrow	0.1195	Lung	0.0995	Testis	0.0839	Spleen	0.0497	Brain	0.0427
PXD000445	20111114_032_Exp08_OGE02_replicate	sample_nsaf_matrix.parquet	Bone marrow	0.1543	Lung	0.0822	Testis	0.077	Monocytes	0.0756	Brain	0.0428
PXD000445	20111114_035_Exp08_OGE06	sample_nsaf_matrix.parquet	Bone marrow	0.1336	Colon	0.1314	Monocytes	0.0709	Lung	0.0583	Testis	0.0575
PXD000445	20111114_044_Exp09_OGE01	sample_nsaf_matrix.parquet	Bone marrow	0.1094	Lung	0.084	Colon	0.0787	Testis	0.0643	Stomach	0.0528
PXD000445	20111114_047_Exp09_OGE04	sample_nsaf_matrix.parquet	Bone marrow	0.1579	Lung	0.107	Testis	0.0737	Brain	0.044	Spleen	0.043
PXD000445	20111114_049_Exp09_OGE06	sample_nsaf_matrix.parquet	Bone marrow	0.1716	Lung	0.0846	Monocytes	0.0743	Testis	0.0679	Brain	0.0514
PXD000445	20111114_055_Exp09_OGE12	sample_nsaf_matrix.parquet	Colon	0.2147	Stomach	0.0711	Testis	0.0694	Rectum	0.0559	Lung	0.0526
PXD000445	20111114_059_Exp10_OGE02	sample_nsaf_matrix.parquet	Bone marrow	0.1158	Colon	0.0859	Lung	0.076	Monocytes	0.0571	Stomach	0.0512
PXD000445	20111114_062_Exp10_OGE05	sample_nsaf_matrix.parquet	Bone marrow	0.1746	Colon	0.1473	Lung	0.0524	Kidney	0.0477	Stomach	0.0438
PXD000445	20111114_066_Exp10_OGE09	sample_nsaf_matrix.parquet	Bone marrow	0.1654	Lung	0.0893	Testis	0.0757	Brain	0.0453	Smooth muscle	0.04
PXD000445	20111114_069_Exp10_OGE12	sample_nsaf_matrix.parquet	Colon	0.1732	Bone marrow	0.0706	Lung	0.0703	Testis	0.0625	Stomach	0.0576
PXD000445	20111114_072_Exp_CellLines_OGE02	sample_nsaf_matrix.parquet	Bone marrow	0.1732	Lung	0.0916	Monocytes	0.0877	Testis	0.076	Brain	0.0402
PXD000445	20111114_076_Exp_CellLines_OGE07	sample_nsaf_matrix.parquet	Bone marrow	0.2018	Lung	0.0929	Testis	0.0701	Monocytes	0.042	Brain	0.0407
PXD000445	20111114_078_Exp_CellLines_OGE09	sample_nsaf_matrix.parquet	Bone marrow	0.1911	Lung	0.0943	Testis	0.0747	Brain	0.0524	Spleen	0.0395
PXD000445	20111114_081_Exp_CellLines_OGE12	sample_nsaf_matrix.parquet	Bone marrow	0.1166	Testis	0.1022	Lung	0.0729	Colon	0.0555	Esophagus	0.0489
PXD000445	20111114_126_Exp09_OGE01_II	sample_nsaf_matrix.parquet	Bone marrow	0.1481	Lung	0.1021	Testis	0.0664	Kidney	0.0533	Brain	0.0522
PXD000445	20111114_154_Exp_CellLines_OGE02_II	sample_nsaf_matrix.parquet	Bone marrow	0.2002	Lung	0.0885	Testis	0.069	Brain	0.0519	Spleen	0.0407
PXD000445	20111114_158_Exp_CellLines_OGE07_II	sample_nsaf_matrix.parquet	Bone marrow	0.2067	Lung	0.0965	Testis	0.0658	Brain	0.0518	Monocytes	0.0447
PXD000674	qExactive01819	sample_nsaf_matrix.parquet	Monocytes	0.1034	Bone marrow	0.0992	Kidney	0.0851	Lung	0.0725	Testis	0.0636
PXD000685	A201	sample_nsaf_matrix.parquet	Bone marrow	0.149	Lung	0.0875	Testis	0.0731	Kidney	0.0676	Monocytes	0.0534
PXD000685	A202	sample_nsaf_matrix.parquet	Bone marrow	0.1026	Brain	0.0955	Testis	0.0927	Kidney	0.0886	Lung	0.0671
PXD000685	A203	sample_nsaf_matrix.parquet	Bone marrow	0.1174	Brain	0.0864	Kidney	0.0829	Lung	0.0721	Testis	0.071
PXD000685	A20TNF1	sample_nsaf_matrix.parquet	Bone marrow	0.1734	Lung	0.0885	Brain	0.0832	Testis	0.0696	Kidney	0.0456
PXD000685	A20TNF2	sample_nsaf_matrix.parquet	Bone marrow	0.1577	Lung	0.0851	Brain	0.0834	Testis	0.0694	Monocytes	0.0478
PXD000685	A20TNF3	sample_nsaf_matrix.parquet	Bone marrow	0.14	Testis	0.0967	Brain	0.0891	Lung	0.0856	Kidney	0.0457
PXD000685	A20TNF4	sample_nsaf_matrix.parquet	Bone marrow	0.1449	Brain	0.0845	Lung	0.078	Kidney	0.0749	Testis	0.0742
PXD000685	A20TNF5	sample_nsaf_matrix.parquet	Bone marrow	0.131	Testis	0.0859	Kidney	0.0813	Lung	0.0787	Brain	0.0786
PXD000685	Control1	sample_nsaf_matrix.parquet	Testis	0.1156	Bone marrow	0.1086	Ovary	0.0834	Lung	0.0732	Kidney	0.0706
PXD000685	Control10	sample_nsaf_matrix.parquet	Bone marrow	0.1295	Kidney	0.0821	Lung	0.0811	Testis	0.0777	Brain	0.0461
PXD000685	Control11	sample_nsaf_matrix.parquet	Bone marrow	0.1193	Kidney	0.085	Testis	0.0789	Lung	0.077	Brain	0.0474
PXD000685	Control12	sample_nsaf_matrix.parquet	Bone marrow	0.1341	Lung	0.0921	Testis	0.0767	Kidney	0.0694	Brain	0.0479
PXD000685	Control13	sample_nsaf_matrix.parquet	Bone marrow	0.1555	Lung	0.093	Kidney	0.0715	Testis	0.0664	Monocytes	0.0446
PXD000685	Control14	sample_nsaf_matrix.parquet	Bone marrow	0.1642	Lung	0.0805	Kidney	0.0781	Brain	0.0776	Testis	0.0688
PXD000685	Control15	sample_nsaf_matrix.parquet	Bone marrow	0.1397	Lung	0.0851	Brain	0.0803	Kidney	0.0741	Testis	0.0709
PXD000685	Control16	sample_nsaf_matrix.parquet	Bone marrow	0.1295	Testis	0.0957	Lung	0.0846	Brain	0.0844	Kidney	0.0729
PXD000685	Control17	sample_nsaf_matrix.parquet	Bone marrow	0.1474	Lung	0.0929	Kidney	0.0813	Brain	0.0751	Testis	0.0708
PXD000685	Control18	sample_nsaf_matrix.parquet	Bone marrow	0.1682	Brain	0.0839	Lung	0.0806	Kidney	0.0726	Testis	0.0675
PXD000685	Control19CDK21	sample_nsaf_matrix.parquet	Bone marrow	0.1413	Brain	0.0831	Lung	0.0816	Kidney	0.0798	Testis	0.0703
PXD000685	Control2	sample_nsaf_matrix.parquet	Bone marrow	0.1254	Testis	0.0907	Lung	0.0903	Brain	0.0847	Kidney	0.0744
PXD000685	Control3	sample_nsaf_matrix.parquet	Ovary	0.1079	Testis	0.0772	Lung	0.0714	Bone marrow	0.0712	Brain	0.0655
PXD000685	Control4	sample_nsaf_matrix.parquet	Bone marrow	0.1396	Testis	0.0951	Brain	0.0745	Lung	0.0708	Kidney	0.0708
PXD000685	Control5	sample_nsaf_matrix.parquet	Bone marrow	0.1075	Testis	0.0934	Kidney	0.0739	Lung	0.0734	Monocytes	0.0607
PXD000685	Control6	sample_nsaf_matrix.parquet	Bone marrow	0.1008	Kidney	0.0736	Lung	0.0722	Testis	0.0719	Monocytes	0.0506
PXD000685	Control7	sample_nsaf_matrix.parquet	Bone marrow	0.1379	Testis	0.0884	Lung	0.0813	Kidney	0.0675	Lymph node	0.0502
PXD000685	Control8	sample_nsaf_matrix.parquet	Bone marrow	0.1004	Testis	0.0978	Kidney	0.0925	Brain	0.0735	Lung	0.0714
PXD000685	Control9	sample_nsaf_matrix.parquet	Bone marrow	0.1299	Kidney	0.0914	Lung	0.0821	Testis	0.0756	Brain	0.0726
PXD000685	DMSO1	sample_nsaf_matrix.parquet	Bone marrow	0.1103	Testis	0.1043	Brain	0.0879	Lung	0.0739	Kidney	0.0656
PXD000685	DMSO2	sample_nsaf_matrix.parquet	Bone marrow	0.1404	Lung	0.0902	Brain	0.0846	Testis	0.0816	Kidney	0.0689
PXD000685	DMSO3	sample_nsaf_matrix.parquet	Bone marrow	0.1376	Brain	0.0911	Lung	0.0817	Testis	0.0792	Monocytes	0.0635
PXD000685	DMSO4	sample_nsaf_matrix.parquet	Bone marrow	0.1458	Lung	0.0884	Brain	0.0861	Testis	0.0808	Kidney	0.0651
PXD000685	FADD1	sample_nsaf_matrix.parquet	Bone marrow	0.1405	Lung	0.0879	Testis	0.078	Brain	0.0768	Kidney	0.07
PXD000685	FADD2	sample_nsaf_matrix.parquet	Bone marrow	0.1416	Testis	0.0929	Brain	0.0811	Lung	0.0808	Kidney	0.065
PXD000685	FADD3	sample_nsaf_matrix.parquet	Bone marrow	0.1402	Testis	0.0903	Brain	0.0745	Lung	0.0732	Kidney	0.072
PXD000685	FADD4	sample_nsaf_matrix.parquet	Bone marrow	0.1361	Testis	0.0898	Lung	0.0842	Brain	0.0817	Kidney	0.0684
PXD000685	MYD881	sample_nsaf_matrix.parquet	Bone marrow	0.1183	Brain	0.0825	Kidney	0.0796	Lung	0.0775	Testis	0.0733
PXD000685	MYD882	sample_nsaf_matrix.parquet	Bone marrow	0.1365	Lung	0.0881	Kidney	0.0876	Testis	0.0761	Brain	0.0759
PXD000685	MYD883	sample_nsaf_matrix.parquet	Bone marrow	0.1223	Lung	0.0943	Testis	0.0848	Brain	0.0846	Kidney	0.0686
PXD000685	NEMO1	sample_nsaf_matrix.parquet	Bone marrow	0.1528	Testis	0.1108	Lung	0.0783	Brain	0.0748	Kidney	0.0642
PXD000685	NEMO2	sample_nsaf_matrix.parquet	Bone marrow	0.1823	Lung	0.0912	Testis	0.0757	Monocytes	0.0501	Brain	0.0476
PXD000685	NEMO3	sample_nsaf_matrix.parquet	Bone marrow	0.1211	Brain	0.0872	Kidney	0.0802	Testis	0.0788	Lung	0.0708
PXD000685	NEMO4	sample_nsaf_matrix.parquet	Bone marrow	0.1218	Testis	0.0951	Lung	0.0866	Kidney	0.0765	Brain	0.0737
PXD000685	RNF411	sample_nsaf_matrix.parquet	Bone marrow	0.1312	Testis	0.0957	Lung	0.087	Brain	0.0793	Kidney	0.07
PXD000685	RNF412	sample_nsaf_matrix.parquet	Bone marrow	0.1542	Testis	0.0937	Lung	0.0814	Brain	0.081	Kidney	0.0689
PXD000685	RNF413	sample_nsaf_matrix.parquet	Bone marrow	0.1529	Lung	0.0858	Brain	0.0831	Testis	0.0758	Monocytes	0.0464
PXD000685	Reversine1	sample_nsaf_matrix.parquet	Bone marrow	0.123	Testis	0.0893	Lung	0.0811	Kidney	0.0797	Brain	0.0777
PXD000685	Reversine2	sample_nsaf_matrix.parquet	Bone marrow	0.1479	Lung	0.0944	Brain	0.0906	Testis	0.0797	Lymph node	0.0408
PXD000685	Reversine3	sample_nsaf_matrix.parquet	Bone marrow	0.1422	Testis	0.0972	Brain	0.084	Lung	0.079	Kidney	0.067
PXD000685	Reversine4	sample_nsaf_matrix.parquet	Bone marrow	0.1496	Testis	0.0889	Lung	0.0842	Kidney	0.0664	Brain	0.0529
PXD000685	Simvastatin1	sample_nsaf_matrix.parquet	Bone marrow	0.1241	Testis	0.0879	Kidney	0.0869	Brain	0.0742	Lung	0.0739
PXD000685	Simvastatin2	sample_nsaf_matrix.parquet	Bone marrow	0.1316	Testis	0.0989	Brain	0.0836	Lung	0.0836	Kidney	0.0694
PXD000685	Simvastatin3	sample_nsaf_matrix.parquet	Bone marrow	0.1414	Testis	0.0965	Brain	0.0834	Lung	0.0775	Kidney	0.0588
PXD000685	TANK1	sample_nsaf_matrix.parquet	Bone marrow	0.1403	Lung	0.0911	Testis	0.0781	Brain	0.075	Kidney	0.0654
PXD000685	TANK2	sample_nsaf_matrix.parquet	Ovary	0.1217	Testis	0.1047	Bone marrow	0.0822	Kidney	0.0703	Brain	0.0678
PXD000685	TANK3	sample_nsaf_matrix.parquet	Bone marrow	0.1292	Lung	0.086	Brain	0.086	Testis	0.08	Kidney	0.0628
PXD000685	Tamoxifen1	sample_nsaf_matrix.parquet	Bone marrow	0.1217	Testis	0.0892	Kidney	0.074	Brain	0.0733	Lung	0.0683
PXD000685	Tamoxifen2	sample_nsaf_matrix.parquet	Bone marrow	0.1597	Testis	0.0858	Brain	0.0853	Lung	0.0803	Monocytes	0.0436
PXD000966	CPTAC_CompRef_00_iTRAQ_01_2Feb12_Cougar_11-10-09	sample_nsaf_matrix.parquet	Bone marrow	0.1673	Lung	0.1009	Testis	0.0678	Urinary bladder	0.042	Brain	0.0394
PXD000966	CPTAC_CompRef_00_iTRAQ_02_2Feb12_Cougar_11-10-11	sample_nsaf_matrix.parquet	Bone marrow	0.1057	Lung	0.0907	Testis	0.065	Ovary	0.0618	Monocytes	0.0613
PXD000966	CPTAC_CompRef_00_iTRAQ_03_2Feb12_Cougar_11-10-09	sample_nsaf_matrix.parquet	Bone marrow	0.1721	Lung	0.0963	Testis	0.0703	Brain	0.0526	Endometrium	0.0491
PXD000966	CPTAC_CompRef_00_iTRAQ_04_2Feb12_Cougar_11-10-11	sample_nsaf_matrix.parquet	Bone marrow	0.1708	Lung	0.0882	Ovary	0.074	Testis	0.0688	Monocytes	0.0487
PXD000966	CPTAC_CompRef_00_iTRAQ_05_2Feb12_Cougar_11-10-09	sample_nsaf_matrix.parquet	Bone marrow	0.1329	Lung	0.0949	Testis	0.0673	Ovary	0.0618	Kidney	0.055
PXD000966	CPTAC_CompRef_00_iTRAQ_06_2Feb12_Cougar_11-10-11	sample_nsaf_matrix.parquet	Bone marrow	0.1667	Lung	0.0875	Testis	0.0695	Ovary	0.0444	Monocytes	0.0429
PXD000966	CPTAC_CompRef_00_iTRAQ_07_2Feb12_Cougar_11-10-09	sample_nsaf_matrix.parquet	Bone marrow	0.1502	Brain	0.0975	Lung	0.0882	Testis	0.0698	Kidney	0.043
PXD000966	CPTAC_CompRef_00_iTRAQ_08_2Feb12_Cougar_11-10-11	sample_nsaf_matrix.parquet	Bone marrow	0.1107	Lung	0.0978	Kidney	0.0555	Spleen	0.052	Monocytes	0.05
PXD000966	CPTAC_CompRef_00_iTRAQ_09_2Feb12_Cougar_11-10-09	sample_nsaf_matrix.parquet	Bone marrow	0.1986	Lung	0.0948	Testis	0.0644	Brain	0.0478	Spleen	0.0398
PXD000966	CPTAC_CompRef_00_iTRAQ_10_2Feb12_Cougar_11-10-11	sample_nsaf_matrix.parquet	Bone marrow	0.1511	Lung	0.0903	Testis	0.0596	Spleen	0.0491	Endometrium	0.0482
PXD000966	CPTAC_CompRef_00_iTRAQ_11_2Feb12_Cougar_11-10-09	sample_nsaf_matrix.parquet	Bone marrow	0.131	Lung	0.097	Oviduct	0.0782	Testis	0.0682	Monocytes	0.0645
PXD000966	CPTAC_CompRef_00_iTRAQ_12_5Feb12_Cougar_11-10-11	sample_nsaf_matrix.parquet	Bone marrow	0.1275	Lung	0.0951	Testis	0.0641	Kidney	0.0613	Spleen	0.0602
PXD000966	CPTAC_CompRef_00_iTRAQ_13_2Feb12_Cougar_11-10-09	sample_nsaf_matrix.parquet	Bone marrow	0.1518	Lung	0.0919	Monocytes	0.0608	Testis	0.0565	Kidney	0.0545
PXD000966	CPTAC_CompRef_00_iTRAQ_14_2Feb12_Cougar_11-10-11	sample_nsaf_matrix.parquet	Bone marrow	0.1772	Lung	0.0789	Testis	0.0738	Kidney	0.0596	Ovary	0.0543
PXD000966	CPTAC_CompRef_00_iTRAQ_15_2Feb12_Cougar_11-10-09	sample_nsaf_matrix.parquet	Bone marrow	0.1139	Lung	0.082	Testis	0.077	Ovary	0.0696	Brain	0.0524
PXD000966	CPTAC_CompRef_00_iTRAQ_16_2Feb12_Cougar_11-10-11	sample_nsaf_matrix.parquet	Bone marrow	0.1612	Lung	0.0876	Testis	0.0722	Urinary bladder	0.05	Spleen	0.0452
PXD000966	CPTAC_CompRef_00_iTRAQ_17_2Feb12_Cougar_11-10-09	sample_nsaf_matrix.parquet	Bone marrow	0.1306	Lung	0.0877	Endometrium	0.0518	Urinary bladder	0.051	Kidney	0.0496
PXD000966	CPTAC_CompRef_00_iTRAQ_18_2Feb12_Cougar_11-10-11	sample_nsaf_matrix.parquet	Bone marrow	0.1014	Lung	0.0786	Ovary	0.065	Smooth muscle	0.064	Urinary bladder	0.0608
PXD000966	CPTAC_CompRef_00_iTRAQ_19_2Feb12_Cougar_11-10-09	sample_nsaf_matrix.parquet	Bone marrow	0.1475	Lung	0.1003	Placenta	0.0524	Kidney	0.05	Urinary bladder	0.0483
PXD000966	CPTAC_CompRef_00_iTRAQ_20_2Feb12_Cougar_11-10-11	sample_nsaf_matrix.parquet	Bone marrow	0.171	Kidney	0.1024	Lung	0.0954	Testis	0.0733	Monocytes	0.0509
PXD000966	CPTAC_CompRef_00_iTRAQ_21_2Feb12_Cougar_11-10-09	sample_nsaf_matrix.parquet	Bone marrow	0.13	Lung	0.0832	Testis	0.0662	Urinary bladder	0.0578	Ovary	0.0561
PXD000966	CPTAC_CompRef_00_iTRAQ_22_2Feb12_Cougar_11-10-11	sample_nsaf_matrix.parquet	Bone marrow	0.1244	Lung	0.0985	Ovary	0.0577	Testis	0.0494	Spleen	0.0457
PXD000966	CPTAC_CompRef_00_iTRAQ_23_2Feb12_Cougar_11-10-09	sample_nsaf_matrix.parquet	Bone marrow	0.1649	Lung	0.0881	Testis	0.0557	Brain	0.0525	Endometrium	0.044
PXD000966	CPTAC_CompRef_00_iTRAQ_24_2Feb12_Cougar_11-10-11	sample_nsaf_matrix.parquet	Bone marrow	0.1702	Lung	0.1013	Kidney	0.0562	Endometrium	0.0487	Brain	0.0467
PXD001000	CPTAC_CompREF_00_iTRAQ_NiNTA_01b_22Mar12_Lynx_12-02-29	sample_nsaf_matrix.parquet	Bone marrow	0.1822	Lung	0.0787	Testis	0.0692	Endometrium	0.0534	Brain	0.0461
PXD001000	CPTAC_CompREF_00_iTRAQ_NiNTA_02b_25Mar12_Lynx_12-02-29	sample_nsaf_matrix.parquet	Bone marrow	0.1889	Lung	0.1139	Testis	0.069	Brain	0.0453	Ovary	0.0372
PXD001000	CPTAC_CompREF_00_iTRAQ_NiNTA_03b_26Mar12_Lynx_12-02-29	sample_nsaf_matrix.parquet	Bone marrow	0.2124	Lung	0.0863	Testis	0.0641	Brain	0.0514	Adipose tissue	0.0442
PXD001000	CPTAC_CompREF_00_iTRAQ_NiNTA_04b_26Mar12_Lynx_12-02-29	sample_nsaf_matrix.parquet	Bone marrow	0.2473	Lung	0.0876	Testis	0.0706	Brain	0.039	Lymph node	0.0337
PXD001000	CPTAC_CompREF_00_iTRAQ_NiNTA_05b_26Mar12_Lynx_12-02-31	sample_nsaf_matrix.parquet	Bone marrow	0.1931	Lung	0.097	Testis	0.061	Brain	0.0538	Urinary bladder	0.0486
