Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[developmental stage]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	Characteristics[disease]	characteristics[biological replicate]	Characteristics[cell line]	characteristics[individual]	assay name	comment[label]	comment[technich replicate]	comment[fraction identifier]	comment[file uri]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[modification parameters]	comment[modification parameters].1	comment[modification parameters].2	comment[data file]	Material Type	factor value[cell line]	sampleChecksum	sampleAccession
PXD008222-Sample 47	Homo sapiens	primary breast tumors	not available	not available	not available	not available	not available	primary breast tumor	not available	not applicable	not available	run 247	AC=MS:1002038;NT=label free sample	not available	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02922.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02922.raw	cell	not available	f4b8bc429743c527c4c77da2da13831af7a8c9788c8e789a2304eddde913aee7	SAMEA7713427
PXD008222-Sample 47	Homo sapiens	primary breast tumors	not available	not available	not available	not available	not available	primary breast tumor	not available	not applicable	not available	run 248	AC=MS:1002038;NT=label free sample	not available	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02923.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02923.raw	cell	not available	f4b8bc429743c527c4c77da2da13831af7a8c9788c8e789a2304eddde913aee7	SAMEA7713427
PXD008222-Sample 47	Homo sapiens	primary breast tumors	not available	not available	not available	not available	not available	primary breast tumor	not available	not applicable	not available	run 249	AC=MS:1002038;NT=label free sample	not available	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02924.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02924.raw	cell	not available	f4b8bc429743c527c4c77da2da13831af7a8c9788c8e789a2304eddde913aee7	SAMEA7713427
PXD008222-Sample 47	Homo sapiens	primary breast tumors	not available	not available	not available	not available	not available	primary breast tumor	not available	not applicable	not available	run 250	AC=MS:1002038;NT=label free sample	not available	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02925.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02925.raw	cell	not available	f4b8bc429743c527c4c77da2da13831af7a8c9788c8e789a2304eddde913aee7	SAMEA7713427
PXD008222-Sample 48	Homo sapiens	primary breast tumors	not available	not available	not available	not available	not available	primary breast tumor	not available	not applicable	not available	run 251	AC=MS:1002038;NT=label free sample	not available	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02927.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02927.raw	cell	not available	1894b24cfc4d3d2aab1665be1d4dfec73c14447907b3d95fbeaf1cbee340f0c4	SAMEA7713428
PXD008222-Sample 48	Homo sapiens	primary breast tumors	not available	not available	not available	not available	not available	primary breast tumor	not available	not applicable	not available	run 252	AC=MS:1002038;NT=label free sample	not available	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02928.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02928.raw	cell	not available	1894b24cfc4d3d2aab1665be1d4dfec73c14447907b3d95fbeaf1cbee340f0c4	SAMEA7713428
PXD008222-Sample 48	Homo sapiens	primary breast tumors	not available	not available	not available	not available	not available	primary breast tumor	not available	not applicable	not available	run 253	AC=MS:1002038;NT=label free sample	not available	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02929.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02929.raw	cell	not available	1894b24cfc4d3d2aab1665be1d4dfec73c14447907b3d95fbeaf1cbee340f0c4	SAMEA7713428
PXD008222-Sample 48	Homo sapiens	primary breast tumors	not available	not available	not available	not available	not available	primary breast tumor	not available	not applicable	not available	run 254	AC=MS:1002038;NT=label free sample	not available	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02930.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02930.raw	cell	not available	1894b24cfc4d3d2aab1665be1d4dfec73c14447907b3d95fbeaf1cbee340f0c4	SAMEA7713428
PXD008222-Sample 48	Homo sapiens	primary breast tumors	not available	not available	not available	not available	not available	primary breast tumor	not available	not applicable	not available	run 255	AC=MS:1002038;NT=label free sample	not available	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02931.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02931.raw	cell	not available	1894b24cfc4d3d2aab1665be1d4dfec73c14447907b3d95fbeaf1cbee340f0c4	SAMEA7713428
PXD008222-Sample 49	Homo sapiens	primary breast tumors	not available	not available	not available	not available	not available	primary breast tumor	not available	not applicable	not available	run 256	AC=MS:1002038;NT=label free sample	not available	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02933.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02933.raw	cell	not available	10722548924898e00024c2a0549e40d476cbd8833b6e8a8a628b807c032c60b3	SAMEA7713429
PXD008222-Sample 49	Homo sapiens	primary breast tumors	not available	not available	not available	not available	not available	primary breast tumor	not available	not applicable	not available	run 257	AC=MS:1002038;NT=label free sample	not available	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02934.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02934.raw	cell	not available	10722548924898e00024c2a0549e40d476cbd8833b6e8a8a628b807c032c60b3	SAMEA7713429
PXD008222-Sample 49	Homo sapiens	primary breast tumors	not available	not available	not available	not available	not available	primary breast tumor	not available	not applicable	not available	run 258	AC=MS:1002038;NT=label free sample	not available	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02935.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02935.raw	cell	not available	10722548924898e00024c2a0549e40d476cbd8833b6e8a8a628b807c032c60b3	SAMEA7713429
PXD008222-Sample 49	Homo sapiens	primary breast tumors	not available	not available	not available	not available	not available	primary breast tumor	not available	not applicable	not available	run 259	AC=MS:1002038;NT=label free sample	not available	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02936.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02936.raw	cell	not available	10722548924898e00024c2a0549e40d476cbd8833b6e8a8a628b807c032c60b3	SAMEA7713429
PXD008222-Sample 49	Homo sapiens	primary breast tumors	not available	not available	not available	not available	not available	primary breast tumor	not available	not applicable	not available	run 260	AC=MS:1002038;NT=label free sample	not available	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02937.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02937.raw	cell	not available	10722548924898e00024c2a0549e40d476cbd8833b6e8a8a628b807c032c60b3	SAMEA7713429
PXD008222-Sample 50	Homo sapiens	primary breast tumors	not available	not available	not available	not available	not available	primary breast tumor	not available	not applicable	not available	run 261	AC=MS:1002038;NT=label free sample	not available	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02939.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02939.raw	cell	not available	a4cc77d1e4aab709cfb8356cbec24055771b574cd05aeaa327bacf8b22d127b9	SAMEA7713430
PXD008222-Sample 50	Homo sapiens	primary breast tumors	not available	not available	not available	not available	not available	primary breast tumor	not available	not applicable	not available	run 262	AC=MS:1002038;NT=label free sample	not available	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02940.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02940.raw	cell	not available	a4cc77d1e4aab709cfb8356cbec24055771b574cd05aeaa327bacf8b22d127b9	SAMEA7713430
PXD008222-Sample 50	Homo sapiens	primary breast tumors	not available	not available	not available	not available	not available	primary breast tumor	not available	not applicable	not available	run 263	AC=MS:1002038;NT=label free sample	not available	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02941.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02941.raw	cell	not available	a4cc77d1e4aab709cfb8356cbec24055771b574cd05aeaa327bacf8b22d127b9	SAMEA7713430
PXD008222-Sample 50	Homo sapiens	primary breast tumors	not available	not available	not available	not available	not available	primary breast tumor	not available	not applicable	not available	run 264	AC=MS:1002038;NT=label free sample	not available	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02942.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02942.raw	cell	not available	a4cc77d1e4aab709cfb8356cbec24055771b574cd05aeaa327bacf8b22d127b9	SAMEA7713430
PXD008222-Sample 50	Homo sapiens	primary breast tumors	not available	not available	not available	not available	not available	primary breast tumor	not available	not applicable	not available	run 265	AC=MS:1002038;NT=label free sample	not available	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02943.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02943.raw	cell	not available	a4cc77d1e4aab709cfb8356cbec24055771b574cd05aeaa327bacf8b22d127b9	SAMEA7713430
PXD008222-Sample 51	Homo sapiens	breast	adult	epithelial	Caucasian	44Y	female	primary ductal carcinoma	2	HCC1599	not available	run 266	AC=MS:1002038;NT=label free sample	not available	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02957.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02957.raw	cell	HCC1599	538504089f3481bd296cd668c77508bfcb5fabe0d2beac4c9ba8bed88fcda225	SAMEA7713431
PXD008222-Sample 51	Homo sapiens	breast	adult	epithelial	Caucasian	44Y	female	primary ductal carcinoma	2	HCC1599	not available	run 267	AC=MS:1002038;NT=label free sample	not available	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02958.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02958.raw	cell	HCC1599	538504089f3481bd296cd668c77508bfcb5fabe0d2beac4c9ba8bed88fcda225	SAMEA7713431
PXD008222-Sample 51	Homo sapiens	breast	adult	epithelial	Caucasian	44Y	female	primary ductal carcinoma	2	HCC1599	not available	run 268	AC=MS:1002038;NT=label free sample	not available	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02959.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02959.raw	cell	HCC1599	538504089f3481bd296cd668c77508bfcb5fabe0d2beac4c9ba8bed88fcda225	SAMEA7713431
PXD008222-Sample 51	Homo sapiens	breast	adult	epithelial	Caucasian	44Y	female	primary ductal carcinoma	2	HCC1599	not available	run 269	AC=MS:1002038;NT=label free sample	not available	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02960.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02960.raw	cell	HCC1599	538504089f3481bd296cd668c77508bfcb5fabe0d2beac4c9ba8bed88fcda225	SAMEA7713431
PXD008222-Sample 51	Homo sapiens	breast	adult	epithelial	Caucasian	44Y	female	primary ductal carcinoma	2	HCC1599	not available	run 270	AC=MS:1002038;NT=label free sample	not available	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02961.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02961.raw	cell	HCC1599	538504089f3481bd296cd668c77508bfcb5fabe0d2beac4c9ba8bed88fcda225	SAMEA7713431
PXD008222-Sample 52	Homo sapiens	breast	adult	epithelial	Caucasian	44Y	female	primary ductal carcinoma	2	HCC1599	not available	run 271	AC=MS:1002038;NT=label free sample	not available	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02963.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02963.raw	cell	HCC1599	f2a3eb65e674e005883f7725fbdadea2412900fdeb8b70ae99348252490c4a48	SAMEA7713432
PXD008222-Sample 52	Homo sapiens	breast	adult	epithelial	Caucasian	44Y	female	primary ductal carcinoma	2	HCC1599	not available	run 272	AC=MS:1002038;NT=label free sample	not available	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02964.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02964.raw	cell	HCC1599	f2a3eb65e674e005883f7725fbdadea2412900fdeb8b70ae99348252490c4a48	SAMEA7713432
PXD008222-Sample 52	Homo sapiens	breast	adult	epithelial	Caucasian	44Y	female	primary ductal carcinoma	2	HCC1599	not available	run 273	AC=MS:1002038;NT=label free sample	not available	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02965.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02965.raw	cell	HCC1599	f2a3eb65e674e005883f7725fbdadea2412900fdeb8b70ae99348252490c4a48	SAMEA7713432
PXD008222-Sample 52	Homo sapiens	breast	adult	epithelial	Caucasian	44Y	female	primary ductal carcinoma	2	HCC1599	not available	run 274	AC=MS:1002038;NT=label free sample	not available	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02966.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02966.raw	cell	HCC1599	f2a3eb65e674e005883f7725fbdadea2412900fdeb8b70ae99348252490c4a48	SAMEA7713432
PXD008222-Sample 52	Homo sapiens	breast	adult	epithelial	Caucasian	44Y	female	primary ductal carcinoma	2	HCC1599	not available	run 275	AC=MS:1002038;NT=label free sample	not available	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02967.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02967.raw	cell	HCC1599	f2a3eb65e674e005883f7725fbdadea2412900fdeb8b70ae99348252490c4a48	SAMEA7713432
PXD008222-Sample 53	Homo sapiens	breast	adult	epithelial	Black	60Y	female	primary acantholytic squamous cell carcinoma	2	HCC1806	not available	run 276	AC=MS:1002038;NT=label free sample	not available	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02980.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02980.raw	cell	HCC1806	5744bf55de9b485d731b8a5a66d0882a09f2ad2dd4e769f3da9d6af5aa06bc16	SAMEA7713433
PXD008222-Sample 53	Homo sapiens	breast	adult	epithelial	Black	60Y	female	primary acantholytic squamous cell carcinoma	2	HCC1806	not available	run 277	AC=MS:1002038;NT=label free sample	not available	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02981.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02981.raw	cell	HCC1806	5744bf55de9b485d731b8a5a66d0882a09f2ad2dd4e769f3da9d6af5aa06bc16	SAMEA7713433
PXD008222-Sample 53	Homo sapiens	breast	adult	epithelial	Black	60Y	female	primary acantholytic squamous cell carcinoma	2	HCC1806	not available	run 278	AC=MS:1002038;NT=label free sample	not available	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02983.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02983.raw	cell	HCC1806	5744bf55de9b485d731b8a5a66d0882a09f2ad2dd4e769f3da9d6af5aa06bc16	SAMEA7713433
PXD008222-Sample 53	Homo sapiens	breast	adult	epithelial	Black	60Y	female	primary acantholytic squamous cell carcinoma	2	HCC1806	not available	run 279	AC=MS:1002038;NT=label free sample	not available	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02984.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02984.raw	cell	HCC1806	5744bf55de9b485d731b8a5a66d0882a09f2ad2dd4e769f3da9d6af5aa06bc16	SAMEA7713433
PXD008222-Sample 53	Homo sapiens	breast	adult	epithelial	Black	60Y	female	primary acantholytic squamous cell carcinoma	2	HCC1806	not available	run 280	AC=MS:1002038;NT=label free sample	not available	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02986.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02986.raw	cell	HCC1806	5744bf55de9b485d731b8a5a66d0882a09f2ad2dd4e769f3da9d6af5aa06bc16	SAMEA7713433
PXD008222-Sample 54	Homo sapiens	breast	adult	epithelial	Black	60Y	female	primary acantholytic squamous cell carcinoma	2	HCC1806	not available	run 281	AC=MS:1002038;NT=label free sample	not available	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02988.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02988.raw	cell	HCC1806	a7ac01a9357105cac3f7f175ea4a4638ffd756a12dec2c0ba7b138f0b3558e35	SAMEA7713434
PXD008222-Sample 54	Homo sapiens	breast	adult	epithelial	Black	60Y	female	primary acantholytic squamous cell carcinoma	2	HCC1806	not available	run 282	AC=MS:1002038;NT=label free sample	not available	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02989.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02989.raw	cell	HCC1806	a7ac01a9357105cac3f7f175ea4a4638ffd756a12dec2c0ba7b138f0b3558e35	SAMEA7713434
PXD008222-Sample 54	Homo sapiens	breast	adult	epithelial	Black	60Y	female	primary acantholytic squamous cell carcinoma	2	HCC1806	not available	run 283	AC=MS:1002038;NT=label free sample	not available	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02990.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02990.raw	cell	HCC1806	a7ac01a9357105cac3f7f175ea4a4638ffd756a12dec2c0ba7b138f0b3558e35	SAMEA7713434
