Source Name	characteristics[sample type]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[synthetic molecule]	characteristics[biological replicate]	Assay Name	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[cleavage agent details]	comment[instrument]	comment[label]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]
proteasome_digest_ETV6_RUNX1_E5_4_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	3	1	PPepDi_IS231025_6B_50ng_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ETV6_RUNX1_E5_4_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	1	1	PPepDi_IS231025_6B_50ng_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ETV6_RUNX1_E5_4_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	2	1	PPepDi_IS231025_6B_50ng_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ETV6_RUNX1_E5_4_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	3	1	20231220_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_S06_50ng_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ETV6_RUNX1_E5_4_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	1	1	20231220_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_S06_50ng_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ETV6_RUNX1_E5_4_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	2	1	20231220_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_S06_50ng_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ETV6_RUNX1_E5_4_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	3	1	PPepDi_IS231025_5A_50ng_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ETV6_RUNX1_E5_4_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	1	1	PPepDi_IS231025_5A_50ng_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ETV6_RUNX1_E5_4_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	2	1	PPepDi_IS231025_5A_50ng_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ETV6_RUNX1_E5_4_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	3	1	PPepDi_IS231025_5B_50ng_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ETV6_RUNX1_E5_4_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	1	1	PPepDi_IS231025_5B_50ng_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ETV6_RUNX1_E5_4_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	2	1	PPepDi_IS231025_5B_50ng_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ETV6_RUNX1_E5_4_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	3	1	20231220_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_S05_50ng_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ETV6_RUNX1_E5_4_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	1	1	20231220_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_S05_50ng_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ETV6_RUNX1_E5_4_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	2	1	20231220_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_S05_50ng_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ETV6_RUNX1_E5_4_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	3	1	11_03_2022_BG_28_02_2022_ETV6_proteasome_digestion_N_2_S3_ETV6_AND_PROTEASOME_IRT_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ETV6-RUNX1_E5_3_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	1	1	11_03_2022_BG_28_02_2022_ETV6_proteasome_digestion_N_2_S3_ETV6_AND_PROTEASOME_IRT_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ETV6-RUNX1_E5_3_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	2	1	11_03_2022_BG_28_02_2022_ETV6_proteasome_digestion_N_2_S3_ETV6_AND_PROTEASOME_IRT_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ETV6-RUNX1_E5_3_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	3	1	11_03_2022_BG_01_03_2022_ETV6_proteasome_digestion_N_3_S3_ETV6_AND_PROTEASOME_IRT_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ETV6-RUNX1_E5_3_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	1	1	11_03_2022_BG_01_03_2022_ETV6_proteasome_digestion_N_3_S3_ETV6_AND_PROTEASOME_IRT_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ETV6-RUNX1_E5_3_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	2	1	11_03_2022_BG_01_03_2022_ETV6_proteasome_digestion_N_3_S3_ETV6_AND_PROTEASOME_IRT_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ETV6-RUNX1_E5_3_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	3	1	11_03_2022_BG_28_02_2022_ETV6_proteasome_digestion_N_2_S1_ETV6_ONLY_IRT_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ETV6-RUNX1_E5_3_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	1	1	11_03_2022_BG_28_02_2022_ETV6_proteasome_digestion_N_2_S1_ETV6_ONLY_IRT_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ETV6-RUNX1_E5_3_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	2	1	11_03_2022_BG_28_02_2022_ETV6_proteasome_digestion_N_2_S1_ETV6_ONLY_IRT_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ETV6-RUNX1_E5_3_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	3	1	11_03_2022_BG_01_03_2022_ETV6_proteasome_digestion_N_3_S1_ETV6_ONLY_IRT_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ETV6-RUNX1_E5_3_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	1	1	11_03_2022_BG_01_03_2022_ETV6_proteasome_digestion_N_3_S1_ETV6_ONLY_IRT_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ETV6-RUNX1_E5_3_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	2	1	11_03_2022_BG_01_03_2022_ETV6_proteasome_digestion_N_3_S1_ETV6_ONLY_IRT_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ETV6-RUNX1_E5_3_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	3	1	11_03_2022_BG_02_03_2022_ETV6_proteasome_digestion_N_4_S1_ETV6_ONLY_IRT_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ETV6-RUNX1_E5_3_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	1	1	11_03_2022_BG_02_03_2022_ETV6_proteasome_digestion_N_4_S1_ETV6_ONLY_IRT_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ETV6-RUNX1_E5_3_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	2	1	15_07_2022_A8028_2_N1_GIT2_BRAF_PROTEASOME_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GIT2-BRAF_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	1	1	15_07_2022_A8028_2_N1_GIT2_BRAF_PROTEASOME_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GIT2-BRAF_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	2	1	15_07_2022_A8028_2_N1_GIT2_BRAF_PROTEASOME_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GIT2-BRAF_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	3	1	15_07_2022_A8028_2_N2_GIT2_BRAF_PROTEASOME_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GIT2-BRAF_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	1	1	15_07_2022_A8028_2_N2_GIT2_BRAF_PROTEASOME_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GIT2-BRAF_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	2	1	15_07_2022_A8028_2_N2_GIT2_BRAF_PROTEASOME_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GIT2-BRAF_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	3	1	15_07_2022_A8028_2_N3_GIT2_BRAF_PROTEASOME_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GIT2-BRAF_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	1	1	15_07_2022_A8028_2_N3_GIT2_BRAF_PROTEASOME_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GIT2-BRAF_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	2	1	15_07_2022_A8028_2_N3_GIT2_BRAF_PROTEASOME_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GIT2-BRAF_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	3	1	15_07_2022_A8028_2_N4_GIT2_BRAF_PROTEASOME_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GIT2-BRAF_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	4	proteasome digest	1	1	15_07_2022_A8028_2_N4_GIT2_BRAF_PROTEASOME_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GIT2-BRAF_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	4	proteasome digest	2	1	15_07_2022_A8028_2_N4_GIT2_BRAF_PROTEASOME_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GIT2-BRAF_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	4	proteasome digest	3	1	15_07_2022_A8028_2_N1_GIT2_BRAF_ONLY_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GIT2-BRAF_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	1	1	15_07_2022_A8028_2_N1_GIT2_BRAF_ONLY_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GIT2-BRAF_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	2	1	15_07_2022_A8028_2_N1_GIT2_BRAF_ONLY_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GIT2-BRAF_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	3	1	15_07_2022_A8028_2_N2_GIT2_BRAF_ONLY_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GIT2-BRAF_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	1	1	15_07_2022_A8028_2_N2_GIT2_BRAF_ONLY_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GIT2-BRAF_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	2	1	15_07_2022_A8028_2_N2_GIT2_BRAF_ONLY_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GIT2-BRAF_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	3	1	15_07_2022_A8028_2_N3_GIT2_BRAF_ONLY_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GIT2-BRAF_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	1	1	15_07_2022_A8028_2_N3_GIT2_BRAF_ONLY_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GIT2-BRAF_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	2	1	15_07_2022_A8028_2_N3_GIT2_BRAF_ONLY_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GIT2-BRAF_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	3	1	15_07_2022_A8028_2_N4_GIT2_BRAF_ONLY_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GIT2-BRAF_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	4	proteasome digest	1	1	15_07_2022_A8028_2_N4_GIT2_BRAF_ONLY_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GIT2-BRAF_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	4	proteasome digest	2	1	15_07_2022_A8028_2_N4_GIT2_BRAF_ONLY_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GIT2-BRAF_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	4	proteasome digest	3	1	05_07_2022_A8028_8_N2_GOLGA5_JAK2_PROTEASOME_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GOLGA-JAK2_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	1	1	05_07_2022_A8028_8_N2_GOLGA5_JAK2_PROTEASOME_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GOLGA-JAK2_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	2	1	05_07_2022_A8028_8_N2_GOLGA5_JAK2_PROTEASOME_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GOLGA-JAK2_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	3	1	05_07_2022_A8028_8_N3_GOLGA5_JAK2_PROTEASOME_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GOLGA-JAK2_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	1	1	05_07_2022_A8028_8_N3_GOLGA5_JAK2_PROTEASOME_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GOLGA-JAK2_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	2	1	05_07_2022_A8028_8_N3_GOLGA5_JAK2_PROTEASOME_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GOLGA-JAK2_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	3	1	05_07_2022_A8028_8_N4_GOLGA5_JAK2_PROTEASOME_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GOLGA-JAK2_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	1	1	05_07_2022_A8028_8_N4_GOLGA5_JAK2_PROTEASOME_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GOLGA-JAK2_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	2	1	05_07_2022_A8028_8_N4_GOLGA5_JAK2_PROTEASOME_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GOLGA-JAK2_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	3	1	05_07_2022_A8028_8_N1_GOLGA5_JAK2_ONLY_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GOLGA-JAK2_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	1	1	05_07_2022_A8028_8_N1_GOLGA5_JAK2_ONLY_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GOLGA-JAK2_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	2	1	05_07_2022_A8028_8_N1_GOLGA5_JAK2_ONLY_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GOLGA-JAK2_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	3	1	05_07_2022_A8028_8_N2_GOLGA5_JAK2_ONLY_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GOLGA-JAK2_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	1	1	05_07_2022_A8028_8_N2_GOLGA5_JAK2_ONLY_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GOLGA-JAK2_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	2	1	05_07_2022_A8028_8_N2_GOLGA5_JAK2_ONLY_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GOLGA-JAK2_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	3	1	05_07_2022_A8028_8_N3_GOLGA5_JAK2_ONLY_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GOLGA-JAK2_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	1	1	05_07_2022_A8028_8_N3_GOLGA5_JAK2_ONLY_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GOLGA-JAK2_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	2	1	05_07_2022_A8028_8_N3_GOLGA5_JAK2_ONLY_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GOLGA-JAK2_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	3	1	05_07_2022_A8028_8_N4_GOLGA5_JAK2_ONLY_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GOLGA-JAK2_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	4	proteasome digest	1	1	05_07_2022_A8028_8_N4_GOLGA5_JAK2_ONLY_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GOLGA-JAK2_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	4	proteasome digest	2	1	05_07_2022_A8028_8_N4_GOLGA5_JAK2_ONLY_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_GOLGA-JAK2_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	4	proteasome digest	3	1	13_07_2022_A8028_1_N1_KIAA1549_BRAF_PROTEASOME_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KIAA1549-BRAF_E16_9_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	1	1	13_07_2022_A8028_1_N1_KIAA1549_BRAF_PROTEASOME_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KIAA1549-BRAF_E16_9_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	2	1	13_07_2022_A8028_1_N1_KIAA1549_BRAF_PROTEASOME_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KIAA1549-BRAF_E16_9_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	3	1	13_07_2022_A8028_1_N2_KIAA1549_BRAF_PROTEASOME_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KIAA1549-BRAF_E16_9_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	1	1	13_07_2022_A8028_1_N2_KIAA1549_BRAF_PROTEASOME_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KIAA1549-BRAF_E16_9_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	2	1	13_07_2022_A8028_1_N2_KIAA1549_BRAF_PROTEASOME_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KIAA1549-BRAF_E16_9_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	3	1	13_07_2022_A8028_1_N3_KIAA1549_BRAF_PROTEASOME_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KIAA1549-BRAF_E16_9_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	1	1	13_07_2022_A8028_1_N3_KIAA1549_BRAF_PROTEASOME_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KIAA1549-BRAF_E16_9_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	2	1	13_07_2022_A8028_1_N3_KIAA1549_BRAF_PROTEASOME_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KIAA1549-BRAF_E16_9_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	3	1	13_07_2022_A8028_1_N4_KIAA1549_BRAF_PROTEASOME_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KIAA1549-BRAF_E16_9_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	4	proteasome digest	1	1	13_07_2022_A8028_1_N4_KIAA1549_BRAF_PROTEASOME_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KIAA1549-BRAF_E16_9_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	4	proteasome digest	2	1	13_07_2022_A8028_1_N4_KIAA1549_BRAF_PROTEASOME_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KIAA1549-BRAF_E16_9_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	4	proteasome digest	3	1	13_07_2022_A8028_1_N1_KIAA1549_BRAF_ONLY_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KIAA1549-BRAF_E16_9_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	1	1	13_07_2022_A8028_1_N1_KIAA1549_BRAF_ONLY_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KIAA1549-BRAF_E16_9_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	2	1	13_07_2022_A8028_1_N1_KIAA1549_BRAF_ONLY_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KIAA1549-BRAF_E16_9_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	3	1	13_07_2022_A8028_1_N2_KIAA1549_BRAF_ONLY_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KIAA1549-BRAF_E16_9_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	1	1	13_07_2022_A8028_1_N2_KIAA1549_BRAF_ONLY_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
