Source Name	characteristics[sample type]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[synthetic molecule]	characteristics[biological replicate]	Assay Name	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[cleavage agent details]	comment[instrument]	comment[label]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]
proteasome_digest_RUNX1_RUNX1T1_E6_2_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	1	1	PPepDi_IS231025_4B_50ng_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_RUNX1_RUNX1T1_E6_2_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	2	1	PPepDi_IS231025_4B_50ng_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_RUNX1_RUNX1T1_E6_2_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	3	1	20231220_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_S28_50ng_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_RUNX1_RUNX1T1_E6_2_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	1	1	20231220_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_S28_50ng_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_RUNX1_RUNX1T1_E6_2_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	2	1	20231220_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_S28_50ng_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_RUNX1_RUNX1T1_E6_2_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	3	1	PPepDi_IS231025_3A_50ng_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_RUNX1_RUNX1T1_E6_2_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	1	1	PPepDi_IS231025_3A_50ng_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_RUNX1_RUNX1T1_E6_2_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	2	1	PPepDi_IS231025_3A_50ng_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_RUNX1_RUNX1T1_E6_2_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	3	1	PPepDi_IS231025_3B_50ng_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_RUNX1_RUNX1T1_E6_2_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	1	1	PPepDi_IS231025_3B_50ng_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_RUNX1_RUNX1T1_E6_2_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	2	1	PPepDi_IS231025_3B_50ng_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_RUNX1_RUNX1T1_E6_2_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	3	1	20231220_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_S27_50ng_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_RUNX1_RUNX1T1_E6_2_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	1	1	20231220_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_S27_50ng_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_RUNX1_RUNX1T1_E6_2_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	2	1	20231220_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_S27_50ng_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_RUNX1_RUNX1T1_E6_2_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	3	1	21_06_2022_A8028_7_N1_SPTAN1_ABL1_AND_PROTEASOME_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_RUNX1_RUNX1T1_E6_2_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	1	1	21_06_2022_A8028_7_N1_SPTAN1_ABL1_AND_PROTEASOME_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_RUNX1_RUNX1T1_E6_2_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	2	1	21_06_2022_A8028_7_N1_SPTAN1_ABL1_AND_PROTEASOME_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_RUNX1_RUNX1T1_E6_2_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	3	1	21_06_2022_A8028_7_N2_SPTAN1_ABL1_AND_PROTEASOME_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_SPTAN1-ABL1_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	1	1	21_06_2022_A8028_7_N2_SPTAN1_ABL1_AND_PROTEASOME_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_SPTAN1-ABL1_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	2	1	21_06_2022_A8028_7_N2_SPTAN1_ABL1_AND_PROTEASOME_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_SPTAN1-ABL1_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	3	1	21_06_2022_A8028_7_N3_SPTAN1_ABL1_AND_PROTEASOME_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_SPTAN1-ABL1_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	1	1	21_06_2022_A8028_7_N3_SPTAN1_ABL1_AND_PROTEASOME_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_SPTAN1-ABL1_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	2	1	21_06_2022_A8028_7_N3_SPTAN1_ABL1_AND_PROTEASOME_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_SPTAN1-ABL1_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	3	1	21_06_2022_A8028_7_N4_SPTAN1_ABL1_AND_PROTEASOME_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_SPTAN1-ABL1_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	1	1	21_06_2022_A8028_7_N4_SPTAN1_ABL1_AND_PROTEASOME_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_SPTAN1-ABL1_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	2	1	21_06_2022_A8028_7_N4_SPTAN1_ABL1_AND_PROTEASOME_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_SPTAN1-ABL1_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	3	1	21_06_2022_A8028_7_N1_SPTAN1_ABL1_ONLY_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_SPTAN1-ABL1_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	4	proteasome digest	1	1	21_06_2022_A8028_7_N1_SPTAN1_ABL1_ONLY_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_SPTAN1-ABL1_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	4	proteasome digest	2	1	21_06_2022_A8028_7_N1_SPTAN1_ABL1_ONLY_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_SPTAN1-ABL1_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	4	proteasome digest	3	1	21_06_2022_A8028_7_N2_SPTAN1_ABL1_ONLY_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_SPTAN1-ABL1_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	1	1	21_06_2022_A8028_7_N2_SPTAN1_ABL1_ONLY_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_SPTAN1-ABL1_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	2	1	21_06_2022_A8028_7_N2_SPTAN1_ABL1_ONLY_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_SPTAN1-ABL1_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	3	1	21_06_2022_A8028_7_N3_SPTAN1_ABL1_ONLY_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_SPTAN1-ABL1_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	1	1	21_06_2022_A8028_7_N3_SPTAN1_ABL1_ONLY_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_SPTAN1-ABL1_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	2	1	21_06_2022_A8028_7_N4_SPTAN1_ABL1_ONLY_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_SPTAN1-ABL1_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	3	1	21_06_2022_A8028_7_N4_SPTAN1_ABL1_ONLY_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_SPTAN1-ABL1_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	1	1	21_06_2022_A8028_7_N4_SPTAN1_ABL1_ONLY_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_SPTAN1-ABL1_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	2	1	21_06_2022_A8028_5_N1_ZNF274_JAK2_AND_PROTEASOME_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_SPTAN1-ABL1_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	4	proteasome digest	1	1	21_06_2022_A8028_5_N1_ZNF274_JAK2_AND_PROTEASOME_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_SPTAN1-ABL1_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	4	proteasome digest	2	1	21_06_2022_A8028_5_N1_ZNF274_JAK2_AND_PROTEASOME_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_SPTAN1-ABL1_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	4	proteasome digest	3	1	21_06_2022_A8028_5_N2_ZNF274_JAK2_AND_PROTEASOME_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ZNF274-JACK2_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	1	1	21_06_2022_A8028_5_N2_ZNF274_JAK2_AND_PROTEASOME_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ZNF274-JACK2_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	2	1	21_06_2022_A8028_5_N2_ZNF274_JAK2_AND_PROTEASOME_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ZNF274-JACK2_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	3	1	21_06_2022_A8028_5_N3_ZNF274_JAK2_AND_PROTEASOME_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ZNF274-JACK2_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	1	1	21_06_2022_A8028_5_N3_ZNF274_JAK2_AND_PROTEASOME_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ZNF274-JACK2_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	2	1	21_06_2022_A8028_5_N3_ZNF274_JAK2_AND_PROTEASOME_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ZNF274-JACK2_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	3	1	21_06_2022_A8028_5_N4_ZNF274_JAK2_AND_PROTEASOME_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ZNF274-JACK2_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	1	1	21_06_2022_A8028_5_N4_ZNF274_JAK2_AND_PROTEASOME_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ZNF274-JACK2_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	2	1	21_06_2022_A8028_5_N4_ZNF274_JAK2_AND_PROTEASOME_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ZNF274-JACK2_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	3	1	21_06_2022_A8028_5_N1_ZNF274_JAK2_ONLY_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ZNF274-JACK2_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	4	proteasome digest	1	1	21_06_2022_A8028_5_N1_ZNF274_JAK2_ONLY_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ZNF274-JACK2_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	4	proteasome digest	2	1	21_06_2022_A8028_5_N1_ZNF274_JAK2_ONLY_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ZNF274-JACK2_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	4	proteasome digest	3	1	21_06_2022_A8028_5_N2_ZNF274_JAK2_ONLY_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ZNF274-JACK2_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	1	1	21_06_2022_A8028_5_N2_ZNF274_JAK2_ONLY_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ZNF274-JACK2_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	2	1	21_06_2022_A8028_5_N3_ZNF274_JAK2_ONLY_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ZNF274-JACK2_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	3	1	21_06_2022_A8028_5_N3_ZNF274_JAK2_ONLY_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ZNF274-JACK2_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	1	1	21_06_2022_A8028_5_N3_ZNF274_JAK2_ONLY_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ZNF274-JACK2_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	3	1	21_06_2022_A8028_5_N4_ZNF274_JAK2_ONLY_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ZNF274-JACK2_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	1	1	21_06_2022_A8028_5_N4_ZNF274_JAK2_ONLY_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_ZNF274-JACK2_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	2	1	21_06_2022_A8028_5_N4_ZNF274_JAK2_ONLY_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
Proteomics_cell_model_JY_ETV6-RUNX1	biological	Homo sapiens	blood	Lymphoblastic	Leukemia	JY	Lentivirus mCherry-T2A-ETV6-RUNX1	1	Proteomics	1	1	Prote_1024_JYGF_2ug_LC70MG_F1S1_Inj1.mgf	Trypsin	Orbitrap Eclipse	label free sample	-	-	-
Proteomics_cell_model_JY_ETV6-RUNX1	biological	Homo sapiens	blood	Lymphoblastic	Leukemia	JY	Lentivirus mCherry-T2A-ETV6-RUNX1	1	Proteomics	2	1	Prote_1024_JYGF_2ug_LC70MG_F1S1_Inj2.mgf	Trypsin	Orbitrap Eclipse	label free sample	-	-	-
Proteomics_cell_model_JY_ETV6-RUNX1	biological	Homo sapiens	blood	Lymphoblastic	Leukemia	JY	Lentivirus mCherry-T2A-ETV6-RUNX1	1	Proteomics	3	1	Prote_1024_JYGF_2ug_LC70MG_F1S1_Inj3.mgf	Trypsin	Orbitrap Eclipse	label free sample	-	-	-
Proteomics_cell_model_JY_ETV6-RUNX1	biological	Homo sapiens	blood	Lymphoblastic	Leukemia	JY	Lentivirus mCherry-T2A-ETV6-RUNX1	1	Proteomics	4	1	Prote_1024_JYGF_2ug_LC70MG_F1S1_Inj4.mgf	Trypsin	Orbitrap Eclipse	label free sample	-	-	-
SyntheticPeptides_DDA_day0	synthetic	Homo sapiens	synthetic peptide	-	-	-	Pure synthetic peptide	1	Synthetic Peptide	1	1	SynPep_1122_DDA_4MAPs_FIG8D.raw	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
SyntheticPeptides_DDA_day7	synthetic	Homo sapiens	synthetic peptide	-	-	-	Pure synthetic peptide	1	Synthetic Peptide	1	1	SynPep_1128_DDA_4MAPs_FIG8D.raw	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
